CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
8,82,10000,1000,1000,0,2018-06-10 09:37:21.505
3,0,10000,1000,1000,0,2018-06-10 09:37:21.505
4,83,10000,1000,1000,0,2018-06-10 09:37:21.505
7,83,100,10000,9900,1,2018-06-10 09:37:21.505
6,0,10000,1000,1000,0,2018-06-10 09:37:21.505
7,81,1000,9900,8900,1,2018-06-10 09:37:21.505
0,82,1000,1000,0,1,2018-06-10 09:37:21.505
1,0,1000,1000,0,1,2018-06-10 09:37:21.505
6,83,1000,1000,0,1,2018-06-10 09:37:21.505
9,82,10000,5000,5000,0,2018-06-10 09:37:21.505
2,0,100,5000,4900,1,2018-06-10 09:37:21.505
9,83,10000,5000,5000,0,2018-06-10 09:54:01.505
5,81,10000,1000,1000,0,2018-06-10 09:54:01.505
5,0,100,1000,900,1,2018-06-10 09:54:01.505
5,0,1000,900,900,0,2018-06-10 09:54:01.505
3,81,1000,1000,0,1,2018-06-10 09:54:01.505
3,81,10000,0,0,0,2018-06-10 09:54:01.505
6,82,10000,0,0,0,2018-06-10 09:54:01.505
3,81,100,0,0,0,2018-06-10 09:54:01.505
8,82,1000,1000,0,1,2018-06-10 10:10:41.505
8,0,10000,0,0,0,2018-06-10 10:10:41.505
9,82,1000,5000,4000,1,2018-06-10 11:17:21.505
7,81,10000,8900,8900,0,2018-06-10 11:17:21.505
3,0,100,0,0,0,2018-06-10 11:17:21.505
6,82,10000,0,0,0,2018-06-10 11:17:21.505
2,82,1000,4900,3900,1,2018-06-10 11:17:21.505
7,0,10000,8900,8900,0,2018-06-10 11:34:01.505
7,83,100,8900,8800,1,2018-06-10 11:34:01.505
9,81,1000,4000,3000,1,2018-06-10 11:34:01.505
4,82,100,1000,900,1,2018-06-10 11:34:01.505
2,81,100,3900,3800,1,2018-06-11 09:30:41.505
4,83,1000,900,900,0,2018-06-11 09:30:41.505
1,0,1000,0,0,0,2018-06-11 09:30:41.505
5,83,10000,900,900,0,2018-06-11 09:30:41.505
3,0,100,0,0,0,2018-06-11 09:30:41.505
5,82,100,900,800,1,2018-06-11 09:30:41.505
6,83,1000,0,0,0,2018-06-11 09:30:41.505
3,0,10000,0,0,0,2018-06-11 09:30:41.505
7,0,10000,8800,8800,0,2018-06-11 09:47:21.505
8,0,10000,0,0,0,2018-06-11 09:47:21.505
4,0,100,900,800,1,2018-06-11 09:47:21.505
7,0,1000,8800,7800,1,2018-06-11 12:17:21.505
2,83,10000,3800,3800,0,2018-06-11 12:17:21.505
9,83,1000,3000,2000,1,2018-06-11 12:17:21.505
2,0,100,3800,3700,1,2018-06-11 12:17:21.505
5,83,1000,800,800,0,2018-06-21 19:30:41.505
8,0,1000,0,0,0,2018-06-21 19:30:41.505
9,82,1000,2000,1000,1,2018-06-21 19:30:41.505
2,81,1000,3700,2700,1,2018-06-21 19:30:41.505
2,0,100,2700,2600,1,2018-06-21 19:47:21.505
3,82,100,0,0,0,2018-06-21 19:47:21.505
0,0,10000,0,0,0,2018-06-21 19:47:21.505
7,82,100,7800,7700,1,2018-06-21 19:47:21.505
0,0,1000,0,0,0,2018-06-21 19:47:21.505
7,82,100,7700,7600,1,2018-06-21 19:47:21.505
1,81,10000,0,0,0,2018-06-21 22:17:21.505
9,83,10000,1000,1000,0,2018-06-21 22:17:21.505
8,0,1000,0,0,0,2018-06-21 22:17:21.505
0,82,10000,0,0,0,2018-06-21 22:17:21.505
2,83,1000,2600,1600,1,2018-06-21 22:17:21.505
6,82,10000,0,0,0,2018-06-21 22:17:21.505
4,82,100,800,700,1,2018-06-21 22:34:01.505
4,0,1000,700,700,0,2018-10-04 00:04:01.505
6,82,1000,0,0,0,2018-10-04 00:04:01.505
7,82,1000,7600,6600,1,2018-10-04 00:37:21.505
1,83,1000,0,0,0,2018-10-04 00:37:21.505
2,0,100,1600,1500,1,2018-10-04 00:04:01.505
2,82,10000,1500,1500,0,2018-10-04 00:54:01.505
