CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
0,1,1000,20000,19000,1,2018-06-08 23:47:58.264
7,81,10000,1000,1000,0,2018-06-08 23:47:58.264
3,0,100,10000,9900,1,2018-06-08 23:47:58.264
2,1,10000,10000,0,1,2018-06-08 23:47:58.264
4,1,100,30000,29900,1,2018-06-08 23:47:58.264
4,1,100,29900,29800,1,2018-06-08 23:47:58.264
6,81,10000,10000,0,1,2018-06-08 23:47:58.364
9,2,10000,1000,1000,0,2018-06-08 23:47:58.364
9,81,10000,1000,1000,0,2018-06-08 23:47:58.364
8,2,1000,5000,4000,1,2018-06-08 23:47:58.364
3,2,10000,9900,9900,0,2018-06-08 23:47:58.364
9,81,1000,1000,0,1,2018-06-08 23:47:58.364
3,2,1000,9900,8900,1,2018-06-08 23:47:58.364
4,81,10000,29800,19800,1,2018-06-08 23:47:58.364
3,2,1000,8900,7900,1,2018-06-08 23:47:58.364
4,81,10000,19800,9800,1,2018-06-08 23:47:58.364
2,2,10000,0,0,0,2018-06-08 23:47:58.464
2,81,1000,0,0,0,2018-06-08 23:47:58.464
9,1,100,0,0,0,2018-06-08 23:47:58.364
3,0,1000,7900,6900,1,2018-06-08 23:47:58.364
9,0,1000,0,0,0,2018-06-08 23:47:58.464
2,0,10000,0,0,0,2018-06-08 23:47:58.464
8,0,100,4000,3900,1,2018-06-08 23:47:58.564
4,0,10000,9800,9800,0,2018-06-08 23:47:58.564
7,2,10000,1000,1000,0,2018-06-08 23:47:58.764
7,2,1000,1000,0,1,2018-06-08 23:47:58.764
7,0,10000,0,0,0,2018-06-08 23:47:58.764
7,0,100,0,0,0,2018-06-08 23:47:58.764
7,81,10000,0,0,0,2018-06-08 23:47:58.864
0,1,100,19000,18900,1,2018-06-08 23:47:58.964
0,81,100,18900,18800,1,2018-06-08 23:47:58.964
0,1,10000,18800,8800,1,2018-06-08 23:47:58.964
0,1,100,8800,8700,1,2018-06-08 23:47:58.964
0,1,1000,8700,7700,1,2018-06-08 23:47:59.064
0,1,1000,7700,6700,1,2018-06-08 23:47:59.064
0,1,10000,6700,6700,0,2018-06-08 23:47:59.164
7,81,1000,0,0,0,2018-06-08 23:49:27.964
2,1,1000,0,0,0,2018-06-08 23:49:27.964
6,0,10000,0,0,0,2018-06-08 23:49:27.964
1,2,1000,5000,4000,1,2018-06-08 23:49:27.964
3,2,100,6900,6800,1,2018-06-08 23:49:27.964
8,0,10000,3900,3900,0,2018-06-08 23:49:28.064
7,1,10000,0,0,0,2018-06-08 23:49:28.064
0,0,10000,6700,6700,0,2018-06-08 23:49:28.064
6,81,1000,0,0,0,2018-06-08 23:49:28.064
0,1,1000,6700,5700,1,2018-06-08 23:49:28.064
0,0,1000,5700,4700,1,2018-06-08 23:49:28.064
4,81,1000,9800,8800,1,2018-06-08 23:49:28.064
4,1,10000,8800,8800,0,2018-06-08 23:49:28.064
0,81,100,4700,4600,1,2018-06-08 23:49:28.064
4,1,100,8800,8700,1,2018-06-08 23:49:28.064
9,2,1000,0,0,0,2018-06-08 23:49:28.064
8,0,1000,3900,2900,1,2018-06-08 23:49:28.064
8,81,100,2900,2800,1,2018-06-08 23:49:28.064
3,1,100,6800,6700,1,2018-06-08 23:49:28.064
5,0,10000,10000,0,1,2018-06-08 23:49:28.064
0,2,10000,4600,4600,0,2018-06-08 23:49:28.064
0,1,100,4600,4500,1,2018-06-08 23:49:28.064
1,81,100,4000,3900,1,2018-06-08 23:49:28.064
7,2,100,0,0,0,2018-06-08 23:49:28.164
0,1,10000,4500,4500,0,2018-06-09 00:04:28.264
3,0,10000,6700,6700,0,2018-06-09 00:04:28.264
4,2,100,8700,8600,1,2018-06-09 00:04:28.264
3,2,1000,6700,5700,1,2018-06-09 00:04:28.264
6,2,100,0,0,0,2018-06-09 00:04:28.264
5,81,1000,0,0,0,2018-06-09 00:04:28.364
0,2,100,4500,4400,1,2018-06-09 00:04:28.364
1,81,10000,3900,3900,0,2018-06-09 00:04:28.364
6,2,100,0,0,0,2018-06-09 00:04:28.364
6,2,1000,0,0,0,2018-06-09 00:04:28.364
6,81,100,0,0,0,2018-06-09 00:04:28.464
9,2,1000,0,0,0,2018-06-09 00:04:28.464
7,2,1000,0,0,0,2018-06-09 00:04:28.464
1,0,1000,3900,2900,1,2018-06-09 00:04:28.464
6,2,100,0,0,0,2018-06-09 00:04:28.464
5,0,1000,0,0,0,2018-06-09 00:04:28.564
0,81,100,4400,4300,1,2018-06-09 00:04:28.564
6,2,10000,0,0,0,2018-06-09 00:04:28.564
3,0,10000,5700,5700,0,2018-06-09 00:04:28.564
7,81,10000,0,0,0,2018-06-09 00:04:28.564
7,0,1000,0,0,0,2018-06-09 00:04:28.564
2,0,10000,0,0,0,2018-06-09 00:04:28.564
8,2,100,2800,2700,1,2018-06-09 00:04:28.564
4,0,10000,8600,8600,0,2018-06-09 00:04:28.664
1,1,1000,2900,1900,1,2018-06-09 00:04:28.264
9,2,10000,0,0,0,2018-06-09 00:04:28.664
5,0,1000,0,0,0,2018-06-09 00:04:28.664
5,1,100,0,0,0,2018-06-09 00:04:28.664
6,2,10000,0,0,0,2018-06-09 00:04:28.664
3,0,1000,5700,4700,1,2018-06-09 00:04:28.664
3,1,10000,4700,4700,0,2018-06-09 00:04:28.664
3,0,10000,4700,4700,0,2018-06-09 00:04:28.664
3,0,1000,4700,3700,1,2018-06-09 00:04:28.664
2,0,10000,0,0,0,2018-06-09 00:04:28.664
9,1,1000,0,0,0,2018-06-09 00:04:28.664
