CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
0,81,1000,5000,4000,1,2018-06-10 02:04:24.296,Credit,5000,28,POS,Internet,E
5,81,10000,20000,10000,1,2018-06-10 02:54:24.296,Credit,20000,75,POS,Internet,E
3,81,2000,30000,28000,1,2018-06-10 02:56:04.296,Credit,30000,17,POS,Internet,E
8,81,5000,10000,5000,1,2018-06-10 02:56:04.296,Credit,10000,68,POS,Internet,E
9,81,3000,20000,17000,1,2018-06-10 03:09:24.296,Credit,20000,72,POS,Internet,E
9,81,500,17000,16500,1,2018-06-10 07:19:24.296,Credit,20000,72,POS,Internet,E
2,81,5000,1000,1000,0,2018-06-10 14:17:44.296,Debit,1000,50,POS,Internet,E
4,81,4000,10000,6000,1,2018-06-10 16:44:24.296,Credit,10000,47,POS,Internet,E
9,81,500,16500,16000,1,2018-06-10 16:44:24.296,Credit,20000,72,POS,Internet,E
0,81,5000,4000,4000,0,2018-06-10 21:12:44.296,Credit,5000,28,POS,Internet,E
1,81,1000,5000,4000,1,2018-06-10 22:02:44.296,Credit,5000,20,POS,Internet,E
3,81,2000,28000,26000,1,2018-06-10 23:09:24.296,Credit,30000,17,POS,Internet,E
9,81,1000,16000,15000,1,2018-06-11 03:02:44.296,Credit,20000,72,POS,Internet,E
3,81,3000,26000,23000,1,2018-06-11 09:41:04.296,Credit,30000,17,POS,Internet,E
7,81,7000,1000,1000,0,2018-06-11 13:02:44.296,Debit,1000,17,POS,Internet,E
4,81,5000,6000,1000,1,2018-06-11 14:09:24.296,Credit,10000,47,POS,Internet,E
6,81,12000,5000,5000,0,2018-06-11 14:24:24.296,Credit,5000,45,POS,Internet,E
4,81,2000,1000,1000,0,2018-06-11 16:37:44.296,Credit,10000,47,POS,Internet,E
0,81,1000,4000,3000,1,2018-06-11 16:54:24.296,Credit,5000,28,POS,Internet,E
1,81,7000,4000,4000,0,2018-06-11 16:56:04.296,Credit,5000,20,POS,Internet,E
4,81,7000,1000,1000,0,2018-06-11 20:17:44.296,Credit,10000,47,POS,Internet,E
3,81,12000,23000,11000,1,2018-06-12 11:49:24.296,Credit,30000,17,POS,Internet,E
8,81,4000,5000,1000,1,2018-06-12 12:54:24.296,Credit,10000,68,POS,Internet,E
6,81,10000,5000,5000,0,2018-06-12 18:12:44.296,Credit,5000,45,POS,Internet,E
3,81,2000,11000,9000,1,2018-06-12 22:06:04.296,Credit,30000,17,POS,Internet,E
