CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
4,1,10000,20000,10000,1,2018-06-09 16:34:16.289
5,81,100,1000,900,1,2018-06-09 16:34:16.289
6,0,1000,5000,4000,1,2018-06-09 16:34:16.289
5,2,10000,900,900,0,2018-06-09 16:34:16.289
7,0,10000,1000,1000,0,2018-06-09 16:34:16.289
7,81,1000,1000,0,1,2018-06-09 16:34:16.289
0,0,10000,10000,0,1,2018-06-09 16:50:56.289
9,81,1000,10000,9000,1,2018-06-09 16:50:56.289
8,2,100,20000,19900,1,2018-06-09 16:50:56.289
2,0,100,5000,4900,1,2018-06-09 16:50:56.289
0,2,100,0,0,0,2018-06-09 16:50:56.289
6,2,1000,4000,3000,1,2018-06-09 16:50:56.289
1,0,100,1000,900,1,2018-06-09 16:50:56.289
2,1,10000,4900,4900,0,2018-06-09 17:07:36.289
9,81,10000,9000,9000,0,2018-06-09 17:07:36.289
6,2,100,3000,2900,1,2018-06-09 17:07:36.289
0,2,100,0,0,0,2018-06-09 17:07:36.289
0,81,1000,0,0,0,2018-06-09 17:07:36.289
1,1,10000,900,900,0,2018-06-09 17:07:36.289
5,2,100,900,800,1,2018-06-09 17:07:36.289
8,1,100,19900,19800,1,2018-06-09 17:07:36.289
7,2,1000,0,0,0,2018-06-09 17:07:36.289
1,81,100,900,800,1,2018-06-09 17:07:36.289
6,1,10000,2900,2900,0,2018-06-09 17:07:36.289
5,1,100,800,700,1,2018-06-09 17:07:36.289
7,81,1000,0,0,0,2018-06-09 17:24:16.289
9,1,10000,9000,9000,0,2018-06-09 17:24:16.289
9,1,1000,9000,8000,1,2018-06-09 17:24:16.289
7,2,100,0,0,0,2018-06-09 17:24:16.289
3,2,100,10000,9900,1,2018-06-09 17:40:56.289
9,81,100,8000,7900,1,2018-06-09 17:40:56.289
1,81,10000,800,800,0,2018-06-09 17:40:56.289
2,81,100,4900,4800,1,2018-06-09 17:57:36.289
6,81,10000,2900,2900,0,2018-06-09 17:57:36.289
2,1,100,4800,4700,1,2018-06-09 17:57:36.289
9,81,100,7900,7800,1,2018-06-09 17:57:36.289
5,2,100,700,600,1,2018-06-09 17:57:36.289
3,2,100,9900,9800,1,2018-06-09 18:14:16.289
3,2,1000,9800,8800,1,2018-06-09 18:14:16.289
8,0,10000,19800,9800,1,2018-06-09 17:07:36.289
5,0,100,600,500,1,2018-06-09 18:14:16.289
0,0,10000,0,0,0,2018-06-09 18:14:16.289
6,0,100,2900,2800,1,2018-06-09 18:30:56.289
4,1,1000,10000,9000,1,2018-06-09 18:30:56.289
4,2,100,9000,8900,1,2018-06-09 18:30:56.289
4,81,100,8900,8800,1,2018-06-09 18:30:56.289
4,1,10000,8800,8800,0,2018-06-09 18:30:56.289
4,0,10000,8800,8800,0,2018-06-09 18:30:56.289
4,1,100,8800,8700,1,2018-06-09 18:30:56.289
8,1,1000,9800,8800,1,2018-06-10 17:17:36.289
3,0,1000,8800,7800,1,2018-06-10 17:17:36.289
