CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
3,1,1000,1000,0,1,2018-06-09 23:13:32.999,Debit,1000,60,ATM,1,B
8,82,5000,10000,5000,1,2018-06-09 23:13:32.999,Credit,10000,41,POS,Internet,D
4,85,1000,1000,0,1,2018-06-09 23:13:32.999,Debit,1000,12,POS,Internet,C
1,3,100,10000,9900,1,2018-06-09 23:13:32.999,Credit,10000,19,ATM,3,A
0,0,100,1000,900,1,2018-06-09 23:15:12.999,Debit,1000,57,ATM,0,E
4,85,1000,0,0,0,2018-06-09 23:15:12.999,Debit,1000,12,POS,Internet,C
1,82,5000,9900,4900,1,2018-06-09 23:15:12.999,Credit,10000,19,POS,Internet,D
3,85,5000,0,0,0,2018-06-09 23:28:32.999,Debit,1000,60,POS,Internet,C
9,1,1000,5000,4000,1,2018-06-09 23:28:32.999,Credit,5000,46,ATM,1,B
6,0,100,5000,4900,1,2018-06-09 23:28:32.999,Credit,5000,17,ATM,0,E
1,84,100,4900,4800,1,2018-06-09 23:28:32.999,Credit,10000,19,POS,Internet,A
9,4,1000,4000,3000,1,2018-06-09 23:28:32.999,Credit,5000,46,ATM,4,E
3,2,100,0,0,0,2018-06-09 23:28:32.999,Debit,1000,60,ATM,2,B
1,1,5000,4800,4800,0,2018-06-09 23:30:12.999,Credit,10000,19,ATM,1,B
4,4,1000,0,0,0,2018-06-09 23:28:32.999,Debit,1000,12,ATM,4,E
1,83,100,4800,4700,1,2018-06-09 23:30:12.999,Credit,10000,19,POS,Internet,D
1,3,100,4700,4600,1,2018-06-09 23:45:12.999,Credit,10000,19,ATM,3,A
1,4,100,4600,4500,1,2018-06-09 23:46:52.999,Credit,10000,19,ATM,4,E
2,81,5000,10000,5000,1,2018-06-09 23:46:52.999,Credit,10000,36,POS,Internet,B
3,85,5000,0,0,0,2018-06-09 23:46:52.999,Debit,1000,60,POS,Internet,C
2,84,5000,5000,0,1,2018-06-09 23:46:52.999,Credit,10000,36,POS,Internet,A
4,1,1000,1000,0,1,2018-06-10 00:03:32.999,Debit,1000,12,ATM,1,B
