CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
27,58,10000,10000,0,1,2018-06-09 23:35:36.568,Credit,10000,76,ATM,58,D
85,126,1000,5000,4000,1,2018-06-09 23:35:36.568,Credit,5000,31,POS,Internet,B
86,88,1000,10000,9000,1,2018-06-09 23:35:36.568,Credit,10000,62,POS,Internet,E
60,159,10000,5000,5000,0,2018-06-09 23:35:36.568,Credit,5000,1,POS,Internet,D
68,135,100,10000,9900,1,2018-06-10 00:03:56.568,Credit,10000,18,POS,Internet,C
60,76,1000,5000,4000,1,2018-06-10 00:38:56.568,Credit,5000,1,ATM,76,C
27,114,10000,0,0,0,2018-06-10 00:38:56.568,Credit,10000,76,POS,Internet,E
85,63,100,4000,3900,1,2018-06-10 00:55:36.568,Credit,5000,31,ATM,63,E
30,21,100,5000,4900,1,2018-06-10 00:55:36.568,Credit,5000,49,ATM,21,A
85,160,1000,3900,2900,1,2018-06-10 01:12:16.568,Credit,5000,31,POS,Internet,D
0,0,10000,5000,5000,0,2018-06-10 01:12:16.568,Credit,5000,33,ATM,0,D
11,32,100,20000,19900,1,2018-06-10 02:02:16.568,Credit,20000,68,ATM,32,C
54,26,1000,1000,0,1,2018-06-10 02:02:16.568,Debit,1000,55,ATM,26,C
98,30,10000,1000,1000,0,2018-06-10 02:02:16.568,Debit,1000,32,ATM,30,E
61,128,100,1000,900,1,2018-06-10 02:20:36.568,Debit,1000,68,POS,Internet,D
24,125,10000,5000,5000,0,2018-06-10 02:53:56.568,Credit,5000,48,POS,Internet,C
37,146,1000,1000,0,1,2018-06-10 02:53:56.568,Debit,1000,70,POS,Internet,C
23,21,10000,1000,1000,0,2018-06-10 03:08:56.568,Debit,1000,29,ATM,21,A
18,77,10000,5000,5000,0,2018-06-10 03:47:16.568,Credit,5000,16,ATM,77,C
13,144,1000,1000,0,1,2018-06-10 05:08:56.568,Debit,1000,72,POS,Internet,A
14,103,100,1000,900,1,2018-06-10 05:08:56.568,Debit,1000,26,POS,Internet,C
50,136,10000,10000,0,1,2018-06-10 05:08:56.568,Credit,10000,27,POS,Internet,E
44,22,100,1000,900,1,2018-06-10 05:23:56.568,Debit,1000,68,ATM,22,E
85,100,100,2900,2800,1,2018-06-10 06:32:16.568,Credit,5000,31,POS,Internet,E
64,83,100,5000,4900,1,2018-06-10 06:32:16.568,Credit,5000,9,POS,Internet,C
89,119,1000,10000,9000,1,2018-06-10 06:48:56.568,Credit,10000,71,POS,Internet,D
2,123,10000,20000,10000,1,2018-06-10 07:02:16.568,Credit,20000,15,POS,Internet,A
68,31,10000,9900,9900,0,2018-06-10 07:02:16.568,Credit,10000,18,ATM,31,D
41,45,100,1000,900,1,2018-06-10 07:55:36.568,Debit,1000,69,ATM,45,B
50,68,10000,0,0,0,2018-06-10 07:55:36.568,Credit,10000,27,ATM,68,E
39,28,100,5000,4900,1,2018-06-10 07:55:36.568,Credit,5000,65,ATM,28,D
17,42,100,5000,4900,1,2018-06-10 08:08:56.568,Credit,5000,45,ATM,42,D
89,6,100,9000,8900,1,2018-06-10 08:08:56.568,Credit,10000,71,ATM,6,B
90,1,1000,5000,4000,1,2018-06-10 08:08:56.568,Credit,5000,15,ATM,1,A
89,67,100,8900,8800,1,2018-06-10 08:25:36.568,Credit,10000,71,ATM,67,B
14,136,10000,900,900,0,2018-06-10 08:42:16.568,Debit,1000,26,POS,Internet,E
13,93,1000,0,0,0,2018-06-10 08:42:16.568,Debit,1000,72,POS,Internet,A
36,30,100,20000,19900,1,2018-06-10 08:58:56.568,Credit,20000,36,ATM,30,E
23,137,1000,1000,0,1,2018-06-10 08:58:56.568,Debit,1000,29,POS,Internet,D
11,26,1000,20000,19000,1,2018-06-10 09:30:36.568,Credit,20000,68,ATM,26,C
7,39,100,1000,900,1,2018-06-10 09:50:36.568,Debit,1000,37,ATM,39,B
17,114,10000,4900,4900,0,2018-06-10 10:23:56.568,Credit,5000,45,POS,Internet,E
36,134,1000,19900,18900,1,2018-06-10 10:40:36.568,Credit,20000,36,POS,Internet,D
0,107,100,5000,4900,1,2018-06-10 10:57:16.568,Credit,5000,33,POS,Internet,D
16,161,1000,5000,4000,1,2018-06-10 10:57:16.568,Credit,5000,68,POS,Internet,E
92,48,10000,10000,0,1,2018-06-10 11:32:16.568,Credit,10000,23,ATM,48,C
69,151,10000,1000,1000,0,2018-06-10 11:32:16.568,Debit,1000,0,POS,Internet,C
21,8,100,1000,900,1,2018-06-10 11:48:56.568,Debit,1000,67,ATM,8,E
22,130,10000,5000,5000,0,2018-06-10 12:03:56.568,Credit,5000,36,POS,Internet,D
23,153,10000,0,0,0,2018-06-10 12:03:56.568,Debit,1000,29,POS,Internet,E
11,116,1000,20000,19000,1,2018-06-10 12:03:56.568,Credit,20000,68,POS,Internet,A
32,111,100,5000,4900,1,2018-06-10 12:18:56.568,Credit,5000,59,POS,Internet,E
30,89,10000,4900,4900,0,2018-06-10 12:35:36.568,Credit,5000,49,POS,Internet,A
44,2,1000,900,900,0,2018-06-10 12:35:36.568,Debit,1000,68,ATM,2,E
47,135,10000,30000,20000,1,2018-06-10 12:52:16.568,Credit,30000,33,POS,Internet,C
28,151,100,1000,900,1,2018-06-10 13:10:36.568,Debit,1000,40,POS,Internet,C
67,6,100,1000,900,1,2018-06-10 13:10:36.568,Debit,1000,52,ATM,6,B
10,109,10000,20000,10000,1,2018-06-10 13:43:56.568,Credit,20000,55,POS,Internet,B
35,92,1000,20000,19000,1,2018-06-10 13:43:56.568,Credit,20000,46,POS,Internet,E
47,5,100,20000,19900,1,2018-06-10 14:35:36.568,Credit,30000,33,ATM,5,B
69,46,10000,1000,1000,0,2018-06-10 15:05:36.568,Debit,1000,0,ATM,46,E
56,125,1000,5000,4000,1,2018-06-10 15:05:36.568,Credit,5000,42,POS,Internet,C
15,149,10000,10000,0,1,2018-06-10 15:38:56.568,Credit,10000,35,POS,Internet,A
13,74,10000,0,0,0,2018-06-10 15:38:56.568,Debit,1000,72,ATM,74,C
71,139,100,1000,900,1,2018-06-10 15:55:36.568,Debit,1000,18,POS,Internet,B
50,117,100,0,0,0,2018-06-10 15:55:36.568,Credit,10000,27,POS,Internet,C
98,113,10000,1000,1000,0,2018-06-10 15:55:36.568,Debit,1000,32,POS,Internet,C
78,89,10000,5000,5000,0,2018-06-10 16:10:36.568,Credit,5000,11,POS,Internet,A
3,42,10000,1000,1000,0,2018-06-10 16:10:36.568,Debit,1000,58,ATM,42,D
5,12,100,1000,900,1,2018-06-10 17:07:16.568,Debit,1000,39,ATM,12,A
1,111,1000,1000,0,1,2018-06-10 17:20:36.568,Debit,1000,43,POS,Internet,E
84,84,1000,5000,4000,1,2018-06-10 17:37:16.568,Credit,5000,50,POS,Internet,C
55,26,100,1000,900,1,2018-06-10 19:15:36.568,Debit,1000,38,ATM,26,C
83,33,10000,5000,5000,0,2018-06-10 19:48:56.568,Credit,5000,35,ATM,33,C
6,7,10000,30000,20000,1,2018-06-10 20:23:56.568,Credit,30000,65,ATM,7,D
87,19,1000,1000,0,1,2018-06-10 20:23:56.568,Debit,1000,21,ATM,19,A
29,126,1000,10000,9000,1,2018-06-10 21:12:16.568,Credit,10000,0,POS,Internet,B
67,86,100,900,800,1,2018-06-10 21:12:16.568,Debit,1000,52,POS,Internet,A
35,86,10000,19000,9000,1,2018-06-10 21:12:16.568,Credit,20000,46,POS,Internet,A
77,63,10000,1000,1000,0,2018-06-10 21:45:36.568,Debit,1000,48,ATM,63,E
15,23,100,0,0,0,2018-06-10 22:02:16.568,Credit,10000,35,ATM,23,A
19,4,100,20000,19900,1,2018-06-10 22:17:16.568,Credit,20000,67,ATM,4,E
11,1,1000,20000,19000,1,2018-06-10 22:38:56.568,Credit,20000,68,ATM,1,A
97,152,10000,1000,1000,0,2018-06-10 22:38:56.568,Debit,1000,21,POS,Internet,E
81,41,100,10000,9900,1,2018-06-10 22:55:36.568,Credit,10000,14,ATM,41,B
39,13,10000,5000,5000,0,2018-06-10 23:43:56.568,Credit,5000,65,ATM,13,C
53,152,100,20000,19900,1,2018-06-11 00:05:36.568,Credit,20000,26,POS,Internet,E
45,26,1000,10000,9000,1,2018-06-11 00:17:16.568,Credit,10000,64,ATM,26,C
42,40,1000,1000,0,1,2018-06-11 00:17:16.568,Debit,1000,22,ATM,40,B
63,146,10000,1000,1000,0,2018-06-11 00:35:36.568,Debit,1000,55,POS,Internet,C
23,65,10000,1000,1000,0,2018-06-11 00:47:16.568,Debit,1000,29,ATM,65,D
69,4,1000,1000,0,1,2018-06-11 01:07:16.568,Debit,1000,0,ATM,4,E
