CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
8,0,100,10000,9900,1,2018-06-09 23:10:58.511
2,1,1000,5000,4000,1,2018-06-09 23:10:58.511
6,82,10000,30000,20000,1,2018-06-09 23:10:58.511
6,1,10000,20000,10000,1,2018-06-09 23:27:38.511
4,0,10000,1000,1000,0,2018-06-09 23:27:38.511
4,81,100,1000,900,1,2018-06-09 23:27:38.511
1,1,10000,5000,5000,0,2018-06-09 23:27:38.511
1,0,100,5000,4900,1,2018-06-09 23:27:38.511
1,81,10000,4900,4900,0,2018-06-09 23:27:38.511
6,0,100,10000,9900,1,2018-06-09 23:27:38.511
3,1,10000,20000,10000,1,2018-06-09 23:27:38.511
6,81,100,9900,9800,1,2018-06-09 23:27:38.511
0,81,10000,5000,5000,0,2018-06-09 23:27:38.511
7,0,1000,1000,0,1,2018-06-09 23:27:38.511
7,0,1000,0,0,0,2018-06-09 23:44:18.511
7,0,10000,0,0,0,2018-06-09 23:44:18.511
0,0,10000,5000,5000,0,2018-06-10 01:40:58.511
2,82,100,4000,3900,1,2018-06-10 01:40:58.511
6,0,100,9800,9700,1,2018-06-10 01:40:58.511
2,1,10000,3900,3900,0,2018-06-10 01:40:58.511
3,81,10000,10000,0,1,2018-06-10 01:40:58.511
0,82,1000,5000,4000,1,2018-06-10 01:57:38.511
2,0,10000,3900,3900,0,2018-06-10 01:57:38.511
1,0,1000,5000,4000,1,2018-06-10 01:57:38.511
3,0,100,0,0,0,2018-06-10 01:57:38.511
2,81,10000,3900,3900,0,2018-06-10 01:57:38.511
1,0,1000,5000,4000,1,2018-06-10 01:57:38.511
5,1,1000,1000,0,1,2018-06-10 01:57:38.511
7,81,100,0,0,0,2018-06-10 01:57:38.511
5,0,10000,0,0,0,2018-06-10 01:57:38.511
1,1,100,5000,4900,1,2018-06-10 01:57:38.511
2,81,10000,3900,3900,0,2018-06-10 01:57:38.511
8,82,1000,9900,8900,1,2018-06-10 01:57:38.511
6,1,10000,9700,9700,0,2018-06-10 01:57:38.511
1,82,1000,5000,4000,1,2018-06-10 02:14:18.511
