CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
915,71,1000,10000,9000,1,2018-06-10 06:40:07.270
290,42,1000,5000,4000,1,2018-06-10 06:40:07.270
83,63,100,1000,900,1,2018-06-10 06:40:07.270
180,59,1000,1000,0,1,2018-06-10 07:20:07.270
191,130,10000,1000,1000,0,2018-06-10 07:20:07.270
74,100,1000,1000,0,1,2018-06-10 07:20:07.270
198,63,100,10000,9900,1,2018-06-10 07:20:07.270
9,55,10000,5000,5000,0,2018-06-10 07:20:07.270
215,140,100,1000,900,1,2018-06-10 07:20:07.270
414,52,1000,1000,0,1,2018-06-10 07:28:27.270
215,103,100,900,800,1,2018-06-10 07:35:07.270
790,31,1000,10000,9000,1,2018-06-10 07:45:07.270
862,142,100,1000,900,1,2018-06-10 07:45:07.270
135,22,10000,5000,5000,0,2018-06-10 07:45:07.270
354,108,10000,1000,1000,0,2018-06-10 07:45:07.270
950,85,100,1000,900,1,2018-06-10 08:01:47.270
222,14,1000,5000,4000,1,2018-06-10 08:01:47.270
775,53,100,10000,9900,1,2018-06-10 08:01:47.270
434,21,100,10000,9900,1,2018-06-10 08:16:47.270
339,83,1000,1000,0,1,2018-06-10 08:16:47.270
271,96,1000,10000,9000,1,2018-06-10 08:16:47.270
98,15,1000,1000,0,1,2018-06-10 08:16:47.270
363,127,1000,20000,19000,1,2018-06-10 08:16:47.270
894,70,1000,10000,9000,1,2018-06-10 08:16:47.270
797,1,1000,10000,9000,1,2018-06-10 08:16:47.270
6,135,1000,10000,9000,1,2018-06-10 08:16:47.270
791,9,1000,20000,19000,1,2018-06-10 08:16:47.270
234,66,100,5000,4900,1,2018-06-10 08:16:47.270
928,150,100,20000,19900,1,2018-06-10 08:35:07.270
224,62,10000,1000,1000,0,2018-06-10 08:35:07.270
746,52,1000,1000,0,1,2018-06-10 08:35:07.270
317,138,1000,1000,0,1,2018-06-10 08:35:07.270
256,35,100,1000,900,1,2018-06-10 08:35:07.270
2,23,10000,1000,1000,0,2018-06-10 08:35:07.270
370,146,1000,5000,4000,1,2018-06-10 08:35:07.270
439,15,100,1000,900,1,2018-06-10 08:35:07.270
523,43,1000,10000,9000,1,2018-06-10 08:51:47.270
825,7,1000,1000,0,1,2018-06-10 08:53:27.270
729,39,1000,1000,0,1,2018-06-10 08:53:27.270
38,149,10000,5000,5000,0,2018-06-10 08:53:27.270
604,11,10000,1000,1000,0,2018-06-10 08:53:27.270
846,102,10000,10000,0,1,2018-06-10 09:10:07.270
749,118,100,1000,900,1,2018-06-10 09:10:07.270
459,91,100,1000,900,1,2018-06-10 09:10:07.270
726,7,100,20000,19900,1,2018-06-10 09:10:07.270
390,47,100,1000,900,1,2018-06-10 09:10:07.270
326,150,10000,1000,1000,0,2018-06-10 09:11:47.270
265,11,1000,1000,0,1,2018-06-10 09:11:47.270
690,52,10000,1000,1000,0,2018-06-10 09:11:47.270
753,134,1000,1000,0,1,2018-06-10 09:28:27.270
441,129,1000,10000,9000,1,2018-06-10 09:28:27.270
73,148,100,1000,900,1,2018-06-10 09:28:27.270
700,17,1000,10000,9000,1,2018-06-10 09:28:27.270
490,167,10000,1000,1000,0,2018-06-10 09:28:27.270
742,40,100,1000,900,1,2018-06-10 09:28:27.270
