CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
5,1,1000,10000,9000,1,154415
9,0,10000,10000,0,1,154415
8,0,10000,1000,1000,0,154415
8,2,100,1000,900,1,154415
8,1,1000,900,900,0,154415
4,2,100,1000,900,1,154415
9,0,1000,0,0,0,154415
3,3,1000,10000,9000,1,154415
3,0,100,9000,8900,1,154415
9,0,10000,0,0,0,154415
2,1,1000,1000,0,1,154415
6,3,100,1000,900,1,154415
0,3,10000,5000,5000,0,154415
1,2,100,1000,900,1,154415
1,1,100,900,800,1,154415
0,2,10000,5000,5000,0,154415
1,2,10000,800,800,0,154415
0,0,10000,5000,5000,0,154415
4,1,10000,900,900,0,154415
2,2,1000,0,0,0,154415
4,2,100,900,800,1,154415
8,3,100,900,800,1,154415
2,3,10000,0,0,0,154415
5,2,100,9000,8900,1,154415
5,0,1000,8900,7900,1,154415
3,0,100,8900,8800,1,154415
5,2,1000,7900,6900,1,154415
6,1,1000,900,900,0,154415
2,3,10000,0,0,0,154415
9,0,10000,0,0,0,154415
5,0,10000,6900,6900,0,154415
9,3,100,0,0,0,154415
6,0,100,900,800,1,154415
0,0,10000,5000,5000,0,154415
7,0,10000,1000,1000,0,154415
3,2,1000,8800,7800,1,154415
4,3,1000,800,800,0,154415
4,0,100,800,700,1,154415
3,1,10000,7800,7800,0,154415
6,3,10000,800,800,0,154415
4,2,10000,700,700,0,154415
7,1,10000,1000,1000,0,154415
0,0,100,5000,4900,1,154415
6,2,10000,800,800,0,154415
5,3,100,6900,6800,1,154415
2,3,100,0,0,0,154415
7,3,1000,1000,0,1,154415
0,2,1000,4900,3900,1,154415
2,1,100,0,0,0,154415
8,3,1000,800,800,0,154415
7,0,10000,0,0,0,154415
0,3,10000,3900,3900,0,154415
4,0,100,700,600,1,154415
6,0,100,800,700,1,154415
6,0,10000,700,700,0,154415
2,1,1000,0,0,0,154415
1,2,1000,800,800,0,154415
8,2,10000,800,800,0,154415
5,1,100,6800,6700,1,154415
1,0,100,800,700,1,154415
5,1,10000,6700,6700,0,154415
7,2,100,0,0,0,154415
4,0,10000,600,600,0,154415
5,1,10000,6700,6700,0,154415
7,0,100,0,0,0,154415
2,2,1000,0,0,0,154415
6,0,100,700,600,1,154415
9,1,1000,0,0,0,154415
9,1,1000,0,0,0,154415
5,0,1000,6700,5700,1,154415
3,3,100,7800,7700,1,154415
4,1,10000,600,600,0,154415
9,0,10000,0,0,0,154415
4,1,100,600,500,1,154415
4,3,100,500,400,1,154415
7,0,100,0,0,0,154415
6,3,1000,600,600,0,154415
6,1,10000,600,600,0,154415
9,3,1000,0,0,0,154415
2,0,10000,0,0,0,154415
2,3,1000,0,0,0,154415
8,0,1000,800,800,0,154415
6,3,100,600,500,1,154415
9,3,1000,0,0,0,154415
5,2,1000,5700,4700,1,154415
7,3,10000,0,0,0,154415
2,3,10000,0,0,0,154415
5,2,100,4700,4600,1,154415
1,3,100,700,600,1,154415
5,2,100,4600,4500,1,154415
1,3,100,600,500,1,154415
3,2,10000,7700,7700,0,154415
8,3,10000,800,800,0,154415
5,2,1000,4500,3500,1,154415
2,2,10000,0,0,0,154415
2,2,10000,0,0,0,154415
0,1,100,3900,3800,1,154415
0,3,100,3800,3700,1,154415
0,1,100,3700,3600,1,154415
0,0,100,3600,3500,1,154415
