CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
242,64,10000,1000,1000,0,2018-06-10 07:43:52.639
834,73,1000,1000,0,1,2018-06-10 09:00:32.639
668,86,1000,5000,4000,1,2018-06-10 09:20:32.639
35,34,1000,5000,4000,1,2018-06-10 09:52:12.639
935,25,100,10000,9900,1,2018-06-10 09:52:12.639
524,128,1000,5000,4000,1,2018-06-10 10:27:12.639
492,151,100,1000,900,1,2018-06-10 11:03:52.639
652,142,100,1000,900,1,2018-06-10 11:03:52.639
665,96,100,5000,4900,1,2018-06-10 11:08:52.639
658,114,1000,20000,19000,1,2018-06-10 11:15:32.639
668,122,1000,4000,3000,1,2018-06-10 11:35:32.639
891,84,10000,1000,1000,0,2018-06-10 11:35:32.639
348,1,1000,1000,0,1,2018-06-10 11:50:32.639
806,58,1000,10000,9000,1,2018-06-10 12:07:12.639
76,115,10000,1000,1000,0,2018-06-10 12:23:52.639
427,58,100,10000,9900,1,2018-06-10 12:40:32.639
193,101,1000,5000,4000,1,2018-06-10 12:58:52.639
625,16,1000,1000,0,1,2018-06-10 13:13:52.639
817,73,1000,1000,0,1,2018-06-10 14:20:32.639
274,141,100,10000,9900,1,2018-06-10 14:20:32.639
670,139,1000,1000,0,1,2018-06-10 14:45:32.639
446,41,10000,1000,1000,0,2018-06-10 14:52:12.639
383,146,100,5000,4900,1,2018-06-10 14:52:12.639
37,157,100,10000,9900,1,2018-06-10 15:10:32.639
700,62,1000,1000,0,1,2018-06-10 15:25:32.639
127,120,1000,5000,4000,1,2018-06-10 15:43:52.639
695,20,10000,1000,1000,0,2018-06-10 15:58:52.639
276,134,100,5000,4900,1,2018-06-10 15:58:52.639
677,93,1000,20000,19000,1,2018-06-10 16:15:32.639
447,132,100,1000,900,1,2018-06-10 16:35:32.639
948,71,100,1000,900,1,2018-06-10 16:35:32.639
830,149,10000,5000,5000,0,2018-06-10 17:08:52.639
763,28,1000,1000,0,1,2018-06-10 17:25:32.639
694,163,1000,30000,29000,1,2018-06-10 18:15:32.639
366,32,100,1000,900,1,2018-06-10 18:15:32.639
357,55,1000,1000,0,1,2018-06-10 18:15:32.639
697,97,1000,5000,4000,1,2018-06-10 19:20:32.639
209,124,1000,5000,4000,1,2018-06-10 19:20:32.639
24,104,1000,1000,0,1,2018-06-10 19:38:52.639
559,27,10000,10000,0,1,2018-06-10 19:38:52.639
353,58,10000,5000,5000,0,2018-06-10 19:38:52.639
532,124,1000,1000,0,1,2018-06-10 20:10:32.639
127,146,10000,4000,4000,0,2018-06-10 20:10:32.639
58,109,10000,5000,5000,0,2018-06-10 20:42:12.639
329,93,100,5000,4900,1,2018-06-10 21:02:12.639
835,162,1000,1000,0,1,2018-06-10 21:37:12.639
232,50,100,1000,900,1,2018-06-10 21:48:52.639
243,105,10000,10000,0,1,2018-06-10 22:23:52.639
379,0,100,5000,4900,1,2018-06-10 22:23:52.639
721,130,1000,1000,0,1,2018-06-10 22:42:12.639
618,0,100,20000,19900,1,2018-06-10 22:42:12.639
784,14,1000,1000,0,1,2018-06-10 22:42:12.639
3,98,1000,5000,4000,1,2018-06-10 23:12:12.639
727,110,100,1000,900,1,2018-06-10 23:30:32.639
737,0,10000,5000,5000,0,2018-06-11 00:05:32.639
586,127,100,1000,900,1,2018-06-11 00:05:32.639
504,102,1000,1000,0,1,2018-06-11 00:05:32.639
207,12,100,1000,900,1,2018-06-11 00:37:12.639
862,117,10000,1000,1000,0,2018-06-11 01:10:32.639
882,90,10000,1000,1000,0,2018-06-11 01:25:32.639
83,108,100,1000,900,1,2018-06-11 01:25:32.639
734,119,1000,1000,0,1,2018-06-11 01:45:32.639
12,107,10000,10000,0,1,2018-06-11 01:45:32.639
85,55,10000,1000,1000,0,2018-06-11 02:00:32.639
511,163,1000,1000,0,1,2018-06-11 02:15:32.639
575,52,1000,5000,4000,1,2018-06-11 02:48:52.639
664,63,1000,1000,0,1,2018-06-11 03:07:12.639
76,73,1000,1000,0,1,2018-06-11 03:22:12.639
863,89,100,1000,900,1,2018-06-11 03:22:12.639
396,8,10000,1000,1000,0,2018-06-11 03:38:52.639
93,147,100,1000,900,1,2018-06-11 04:12:12.639
184,159,1000,10000,9000,1,2018-06-11 05:18:52.639
730,57,10000,10000,0,1,2018-06-11 05:40:32.639
418,103,1000,1000,0,1,2018-06-11 05:53:52.639
168,101,10000,1000,1000,0,2018-06-11 06:08:52.639
778,136,100,1000,900,1,2018-06-11 06:08:52.639
744,117,100,1000,900,1,2018-06-11 06:28:52.639
422,19,1000,1000,0,1,2018-06-11 06:28:52.639
506,107,10000,10000,0,1,2018-06-11 06:42:12.639
388,108,10000,1000,1000,0,2018-06-11 07:00:32.639
207,93,100,900,800,1,2018-06-11 07:17:12.639
748,133,1000,30000,29000,1,2018-06-11 07:48:52.639
948,153,1000,1000,0,1,2018-06-11 07:48:52.639
155,116,100,20000,19900,1,2018-06-11 07:48:52.639
221,103,100,1000,900,1,2018-06-11 08:08:52.639
614,162,100,10000,9900,1,2018-06-11 08:23:52.639
577,122,10000,1000,1000,0,2018-06-11 08:38:52.639
355,140,10000,5000,5000,0,2018-06-11 08:38:52.639
518,84,10000,1000,1000,0,2018-06-11 08:38:52.639
930,32,1000,1000,0,1,2018-06-11 08:57:12.639
54,103,1000,1000,0,1,2018-06-11 09:12:12.639
833,155,100,1000,900,1,2018-06-11 09:12:12.639
837,134,1000,20000,19000,1,2018-06-11 10:05:32.639
409,130,10000,5000,5000,0,2018-06-11 10:18:52.639
212,162,100,5000,4900,1,2018-06-11 11:08:52.639
217,17,10000,5000,5000,0,2018-06-11 12:33:52.639
829,35,10000,1000,1000,0,2018-06-11 12:48:52.639
310,68,100,5000,4900,1,2018-06-11 13:05:32.639
891,39,1000,1000,0,1,2018-06-11 13:05:32.639
689,96,100,5000,4900,1,2018-06-11 13:22:12.639
442,137,100,1000,900,1,2018-06-11 13:42:12.639
39,112,1000,1000,0,1,2018-06-11 13:42:12.639
668,82,100,3000,2900,1,2018-06-11 13:58:52.639
891,16,100,0,0,0,2018-06-11 13:58:52.639
634,159,10000,5000,5000,0,2018-06-11 13:58:52.639
713,113,10000,10000,0,1,2018-06-11 14:28:52.639
424,93,10000,20000,10000,1,2018-06-11 15:02:12.639
582,81,100,1000,900,1,2018-06-11 15:02:12.639
273,95,10000,1000,1000,0,2018-06-11 15:02:12.639
417,60,100,10000,9900,1,2018-06-11 15:18:52.639
313,28,10000,1000,1000,0,2018-06-11 15:18:52.639
892,1,10000,10000,0,1,2018-06-11 15:37:12.639
726,75,10000,1000,1000,0,2018-06-11 15:37:12.639
671,121,10000,1000,1000,0,2018-06-11 15:53:52.639
15,25,1000,5000,4000,1,2018-06-11 16:43:52.639
658,62,1000,19000,18000,1,2018-06-11 16:45:32.639
908,110,1000,5000,4000,1,2018-06-11 17:15:32.639
362,162,100,10000,9900,1,2018-06-11 17:33:52.639
640,33,10000,1000,1000,0,2018-06-11 17:50:32.639
280,15,100,1000,900,1,2018-06-11 18:07:12.639
707,15,10000,10000,0,1,2018-06-11 18:25:32.639
147,143,100,5000,4900,1,2018-06-11 18:38:52.639
67,159,1000,5000,4000,1,2018-06-11 18:38:52.639
182,97,10000,10000,0,1,2018-06-11 18:57:12.639
147,76,1000,4900,3900,1,2018-06-11 19:28:52.639
130,72,10000,30000,20000,1,2018-06-11 19:28:52.639
157,4,1000,1000,0,1,2018-06-11 20:02:12.639
822,121,10000,5000,5000,0,2018-06-11 20:02:12.639
522,87,1000,5000,4000,1,2018-06-11 20:22:12.639
129,55,1000,10000,9000,1,2018-06-11 20:35:32.639
22,104,10000,20000,10000,1,2018-06-11 20:35:32.639
78,49,100,20000,19900,1,2018-06-11 21:08:52.639
644,9,100,1000,900,1,2018-06-11 21:43:52.639
514,75,10000,1000,1000,0,2018-06-11 22:00:32.639
