CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
5,87,10000,1000,1000,0,2018-06-09 23:22:05.278,Debit,1000,37,POS,Internet,D
40,103,10000,10000,0,1,2018-06-10 01:15:25.278,Credit,10000,42,POS,Internet,D
21,50,10000,1000,1000,0,2018-06-10 01:48:45.278,Debit,1000,67,ATM,50,E
68,39,10000,1000,1000,0,2018-06-10 02:07:05.278,Debit,1000,46,ATM,39,B
65,164,100,5000,4900,1,2018-06-10 15:57:05.278,Credit,5000,68,POS,Internet,E
66,115,1000,10000,9000,1,2018-06-10 17:22:05.278,Credit,10000,57,POS,Internet,C
21,46,100,1000,900,1,2018-06-10 20:22:05.278,Debit,1000,67,ATM,46,A
55,6,100,30000,29900,1,2018-06-11 01:07:05.278,Credit,30000,39,ATM,6,B
62,1,10000,10000,0,1,2018-06-11 06:07:05.278,Credit,10000,47,ATM,1,B
84,30,1000,20000,19000,1,2018-06-11 08:03:45.278,Credit,20000,57,ATM,30,A
90,135,100,1000,900,1,2018-06-11 14:13:45.278,Debit,1000,10,POS,Internet,C
96,126,100,1000,900,1,2018-06-11 14:13:45.278,Debit,1000,9,POS,Internet,B
91,143,10000,10000,0,1,2018-06-11 18:20:25.278,Credit,10000,32,POS,Internet,C
11,74,100,1000,900,1,2018-06-11 18:40:25.278,Debit,1000,22,ATM,74,C
46,114,10000,30000,20000,1,2018-06-12 00:10:25.278,Credit,30000,34,POS,Internet,C
74,196,100,10000,9900,1,2018-06-12 02:08:45.278,Credit,10000,74,POS,Internet,A
97,136,10000,10000,0,1,2018-06-12 02:23:45.278,Credit,10000,39,POS,Internet,B
20,199,1000,30000,29000,1,2018-06-12 04:18:45.278,Credit,30000,24,POS,Internet,A
4,136,100,20000,19900,1,2018-06-12 06:52:05.278,Credit,20000,55,POS,Internet,B
7,112,10000,5000,5000,0,2018-06-12 07:08:45.278,Credit,5000,43,POS,Internet,E
11,77,10000,1000,1000,0,2018-06-12 08:17:05.278,Debit,1000,22,ATM,77,A
4,158,1000,19900,18900,1,2018-06-12 12:23:45.278,Credit,20000,55,POS,Internet,E
13,26,10000,20000,10000,1,2018-06-12 13:35:25.278,Credit,20000,1,ATM,26,C
97,1,100,0,0,0,2018-06-12 17:58:45.278,Credit,10000,39,ATM,1,B
14,129,10000,5000,5000,0,2018-06-12 20:43:45.278,Credit,5000,26,POS,Internet,B
8,151,10000,1000,1000,0,2018-06-12 22:08:45.278,Debit,1000,34,POS,Internet,A
34,110,1000,1000,0,1,2018-06-13 02:03:45.278,Debit,1000,79,POS,Internet,B
2,191,1000,20000,19000,1,2018-06-13 08:08:45.278,Credit,20000,38,POS,Internet,A
69,70,10000,10000,0,1,2018-06-13 16:43:45.278,Credit,10000,2,ATM,70,D
43,181,1000,20000,19000,1,2018-06-13 19:13:45.278,Credit,20000,35,POS,Internet,C
96,93,1000,1000,0,1,2018-06-13 21:45:25.278,Debit,1000,9,POS,Internet,D
39,111,100,1000,900,1,2018-06-14 01:23:45.278,Debit,1000,42,POS,Internet,D
37,13,100,1000,900,1,2018-06-14 02:28:45.278,Debit,1000,15,ATM,13,D
72,190,100,1000,900,1,2018-06-14 03:17:05.278,Debit,1000,78,POS,Internet,A
82,44,10000,20000,10000,1,2018-06-14 11:20:25.278,Credit,20000,3,ATM,44,B
42,141,10000,5000,5000,0,2018-06-14 16:22:05.278,Credit,5000,International,POS,Internet,E
37,46,1000,900,900,0,2018-06-14 16:37:05.278,Debit,1000,15,ATM,46,A
67,15,100,1000,900,1,2018-06-14 16:37:05.278,Debit,1000,45,ATM,15,B
44,83,1000,1000,0,1,2018-06-14 23:03:45.278,Debit,1000,24,POS,Internet,E
92,1,1000,5000,4000,1,2018-06-14 23:03:45.278,Credit,5000,65,ATM,1,B
19,48,100,1000,900,1,2018-06-15 00:28:45.278,Debit,1000,50,ATM,48,A
83,185,10000,1000,1000,0,2018-06-15 00:58:45.278,Debit,1000,9,POS,Internet,B
12,82,100,1000,900,1,2018-06-15 04:35:25.278,Debit,1000,40,POS,Internet,B
69,92,10000,0,0,0,2018-06-15 06:48:45.278,Credit,10000,2,POS,Internet,A
27,43,10000,30000,20000,1,2018-06-15 10:42:05.278,Credit,30000,66,ATM,43,B
71,172,1000,10000,9000,1,2018-06-15 12:05:25.278,Credit,10000,35,POS,Internet,C
26,84,100,20000,19900,1,2018-06-16 01:58:45.278,Credit,20000,29,POS,Internet,E
16,30,100,1000,900,1,2018-06-16 03:22:05.278,Debit,1000,2,ATM,30,A
42,130,1000,5000,4000,1,2018-06-16 11:08:45.278,Credit,5000,International,POS,Internet,E
67,165,10000,1000,1000,0,2018-06-16 11:57:05.278,Debit,1000,45,POS,Internet,D
29,62,10000,20000,10000,1,2018-06-16 13:55:25.278,Credit,20000,30,ATM,62,E
70,40,100,10000,9900,1,2018-06-16 15:37:05.278,Credit,10000,27,ATM,40,E
96,46,100,1000,900,1,2018-06-16 16:57:05.278,Debit,1000,9,ATM,46,A
86,48,1000,20000,19000,1,2018-06-16 23:22:05.278,Credit,20000,41,ATM,48,A
9,162,100,1000,900,1,2018-06-16 23:38:45.278,Debit,1000,28,POS,Internet,D
29,100,1000,10000,9000,1,2018-06-17 00:10:25.278,Credit,20000,30,POS,Internet,B
7,51,1000,5000,4000,1,2018-06-17 03:48:45.278,Credit,5000,43,ATM,51,E
34,54,100,1000,900,1,2018-06-17 09:05:25.278,Debit,1000,79,ATM,54,C
77,117,10000,5000,5000,0,2018-06-17 09:20:25.278,Credit,5000,64,POS,Internet,E
36,130,10000,20000,10000,1,2018-06-17 19:40:25.278,Credit,20000,14,POS,Internet,E
77,175,10000,5000,5000,0,2018-06-18 00:22:05.278,Credit,5000,64,POS,Internet,C
26,17,1000,19900,18900,1,2018-06-18 04:13:45.278,Credit,20000,29,ATM,17,B
11,101,1000,1000,0,1,2018-06-18 04:50:25.278,Debit,1000,22,POS,Internet,B
22,173,10000,1000,1000,0,2018-06-18 07:00:25.278,Debit,1000,1,POS,Internet,E
8,62,100,1000,900,1,2018-06-18 07:18:45.278,Debit,1000,34,ATM,62,E
60,147,1000,5000,4000,1,2018-06-18 13:40:25.278,Credit,5000,25,POS,Internet,D
70,53,100,9900,9800,1,2018-06-18 16:30:25.278,Credit,10000,27,ATM,53,B
60,67,10000,4000,4000,0,2018-06-18 17:37:05.278,Credit,5000,25,ATM,67,A
75,13,10000,10000,0,1,2018-06-18 18:07:05.278,Credit,10000,32,ATM,13,D
97,114,100,0,0,0,2018-06-18 19:30:25.278,Credit,10000,39,POS,Internet,C
96,8,100,1000,900,1,2018-06-18 21:28:45.278,Debit,1000,9,ATM,8,E
33,46,1000,20000,19000,1,2018-06-18 22:00:25.278,Credit,20000,33,ATM,46,A
40,73,1000,0,0,0,2018-06-18 22:33:45.278,Credit,10000,42,ATM,73,D
79,51,10000,10000,0,1,2018-06-19 05:50:25.278,Credit,10000,27,ATM,51,E
47,105,1000,5000,4000,1,2018-06-19 08:03:45.278,Credit,5000,17,POS,Internet,B
6,26,1000,20000,19000,1,2018-06-19 10:00:25.278,Credit,20000,33,ATM,26,C
8,82,10000,1000,1000,0,2018-06-19 11:03:45.278,Debit,1000,34,POS,Internet,B
87,113,1000,20000,19000,1,2018-06-19 14:08:45.278,Credit,20000,63,POS,Internet,B
57,15,100,1000,900,1,2018-06-19 14:08:45.278,Debit,1000,6,ATM,15,B
26,167,1000,18900,17900,1,2018-06-20 00:23:45.278,Credit,20000,29,POS,Internet,A
6,119,1000,19000,18000,1,2018-06-20 04:03:45.278,Credit,20000,33,POS,Internet,A
44,134,1000,1000,0,1,2018-06-20 04:20:25.278,Debit,1000,24,POS,Internet,E
50,102,100,1000,900,1,2018-06-20 07:38:45.278,Debit,1000,47,POS,Internet,E
38,32,10000,20000,10000,1,2018-06-20 07:55:25.278,Credit,20000,6,ATM,32,D
31,198,10000,1000,1000,0,2018-06-20 08:30:25.278,Debit,1000,39,POS,Internet,B
41,66,10000,10000,0,1,2018-06-20 10:27:05.278,Credit,10000,52,ATM,66,A
59,185,10000,10000,0,1,2018-06-20 14:17:05.278,Credit,10000,65,POS,Internet,B
47,103,100,4000,3900,1,2018-06-20 14:37:05.278,Credit,5000,17,POS,Internet,D
47,4,10000,3900,3900,0,2018-06-20 16:47:05.278,Credit,5000,17,ATM,4,D
98,195,100,1000,900,1,2018-06-20 18:10:25.278,Debit,1000,73,POS,Internet,B
0,183,10000,20000,10000,1,2018-06-20 20:25:25.278,Credit,20000,61,POS,Internet,B
62,32,100,10000,9900,1,2018-06-20 20:40:25.278,Credit,10000,47,ATM,32,D
19,195,100,1000,900,1,2018-06-21 00:50:25.278,Debit,1000,50,POS,Internet,B
40,135,100,0,0,0,2018-06-21 02:47:05.278,Credit,10000,42,POS,Internet,C
41,192,10000,0,0,0,2018-06-21 05:52:05.278,Credit,10000,52,POS,Internet,C
8,131,10000,1000,1000,0,2018-06-21 05:52:05.278,Debit,1000,34,POS,Internet,E
16,50,10000,1000,1000,0,2018-06-21 06:08:45.278,Debit,1000,2,ATM,50,E
10,49,1000,10000,9000,1,2018-06-21 07:48:45.278,Credit,10000,23,ATM,49,D
78,4,10000,5000,5000,0,2018-06-21 09:43:45.278,Credit,5000,7,ATM,4,D
16,78,10000,1000,1000,0,2018-06-21 11:07:05.278,Debit,1000,2,ATM,78,C
