CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
23,143,10000,5000,5000,0,2018-06-09 22:07:30.452,Credit,5000,37,POS,Internet,E
64,22,1000,1000,0,1,2018-06-09 22:17:30.452,Debit,1000,3,ATM,22,C
35,58,10000,1000,1000,0,2018-06-09 22:32:30.452,Debit,1000,65,ATM,58,A
42,160,1000,20000,19000,1,2018-06-09 22:32:30.452,Credit,20000,59,POS,Internet,C
24,136,1000,1000,0,1,2018-06-09 23:05:50.452,Debit,1000,67,POS,Internet,B
42,48,100,19000,18900,1,2018-06-09 23:05:50.452,Credit,20000,59,ATM,48,E
46,118,1000,5000,4000,1,2018-06-09 23:42:30.452,Credit,5000,15,POS,Internet,E
20,110,100,20000,19900,1,2018-06-09 23:42:30.452,Credit,20000,9,POS,Internet,A
88,67,10000,1000,1000,0,2018-06-09 23:42:30.452,Debit,1000,48,ATM,67,C
59,134,100,20000,19900,1,2018-06-09 23:59:10.452,Credit,20000,17,POS,Internet,B
81,66,10000,10000,0,1,2018-06-10 00:15:50.452,Credit,10000,35,ATM,66,D
43,53,100,30000,29900,1,2018-06-10 00:45:50.452,Credit,30000,26,ATM,53,E
9,88,10000,1000,1000,0,2018-06-10 01:04:10.452,Debit,1000,37,POS,Internet,D
62,43,100,30000,29900,1,2018-06-10 01:19:10.452,Credit,30000,50,ATM,43,B
94,59,1000,1000,0,1,2018-06-10 02:09:10.452,Debit,1000,27,ATM,59,E
35,81,1000,1000,0,1,2018-06-10 02:09:10.452,Debit,1000,65,POS,Internet,B
52,150,10000,1000,1000,0,2018-06-10 02:44:10.452,Debit,1000,57,POS,Internet,A
32,3,1000,1000,0,1,2018-06-10 02:59:10.452,Debit,1000,40,ATM,3,A
9,115,10000,1000,1000,0,2018-06-10 03:17:30.452,Debit,1000,37,POS,Internet,B
9,58,10000,1000,1000,0,2018-06-10 03:17:30.452,Debit,1000,37,ATM,58,A
85,119,100,1000,900,1,2018-06-10 03:17:30.452,Debit,1000,10,POS,Internet,E
62,93,100,29900,29800,1,2018-06-10 03:35:50.452,Credit,30000,50,POS,Internet,A
34,108,10000,1000,1000,0,2018-06-10 03:50:50.452,Debit,1000,48,POS,Internet,A
95,26,100,1000,900,1,2018-06-10 04:07:30.452,Debit,1000,74,ATM,26,C
97,159,100,1000,900,1,2018-06-10 04:07:30.452,Debit,1000,5,POS,Internet,E
21,151,1000,5000,4000,1,2018-06-10 04:22:30.452,Credit,5000,49,POS,Internet,D
16,148,1000,1000,0,1,2018-06-10 04:42:30.452,Debit,1000,50,POS,Internet,E
7,52,100,1000,900,1,2018-06-10 04:42:30.452,Debit,1000,53,ATM,52,D
32,104,100,0,0,0,2018-06-10 04:55:50.452,Debit,1000,40,POS,Internet,A
21,145,10000,4000,4000,0,2018-06-10 04:55:50.452,Credit,5000,49,POS,Internet,E
2,108,1000,1000,0,1,2018-06-10 05:32:30.452,Debit,1000,64,POS,Internet,A
79,158,10000,1000,1000,0,2018-06-10 05:47:30.452,Debit,1000,50,POS,Internet,B
4,53,10000,1000,1000,0,2018-06-10 06:02:30.452,Debit,1000,35,ATM,53,E
60,98,100,10000,9900,1,2018-06-10 06:19:10.452,Credit,10000,5,POS,Internet,A
18,32,1000,5000,4000,1,2018-06-10 06:19:10.452,Credit,5000,48,ATM,32,C
15,50,1000,1000,0,1,2018-06-10 06:19:10.452,Debit,1000,23,ATM,50,B
9,125,10000,1000,1000,0,2018-06-10 06:20:50.452,Debit,1000,37,POS,Internet,A
66,42,10000,10000,0,1,2018-06-10 06:34:10.452,Credit,10000,52,ATM,42,C
45,89,100,1000,900,1,2018-06-10 06:37:30.452,Debit,1000,8,POS,Internet,E
3,30,100,1000,900,1,2018-06-10 06:54:10.452,Debit,1000,19,ATM,30,B
60,65,10000,9900,9900,0,2018-06-10 06:54:10.452,Credit,10000,5,ATM,65,E
90,9,10000,5000,5000,0,2018-06-10 07:10:50.452,Credit,5000,68,ATM,9,D
30,87,100,10000,9900,1,2018-06-10 07:10:50.452,Credit,10000,60,POS,Internet,C
49,17,10000,5000,5000,0,2018-06-10 07:27:30.452,Credit,5000,30,ATM,17,A
