CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
8,3,2517,5000,2483,1,2018-06-15 15:51:19.024,Credit,5000,77,ATM,3,D
8,3,2512,2483,2483,0,2018-06-15 15:52:59.024,Credit,5000,77,ATM,3,D
8,83,2503,2483,2483,0,2018-06-15 15:51:19.024,Credit,5000,77,POS,Internet,A
7,83,2514,1000,1000,0,2018-06-15 15:52:59.024,Debit,1000,12,POS,Internet,A
8,2,2499,2483,2483,0,2018-06-15 16:04:39.024,Credit,5000,77,ATM,2,B
1,83,2508,1000,1000,0,2018-06-15 16:04:39.024,Debit,1000,28,POS,Internet,A
3,83,2512,10000,7488,1,2018-06-15 16:04:39.024,Credit,10000,25,POS,Internet,A
2,4,2508,1000,1000,0,2018-06-15 16:06:19.024,Debit,1000,79,ATM,4,D
3,83,2505,7488,4983,1,2018-06-15 16:06:19.024,Credit,10000,25,POS,Internet,A
5,83,2497,20000,17503,1,2018-06-15 16:07:59.024,Credit,20000,49,POS,Internet,A
2,83,2504,1000,1000,0,2018-06-15 16:07:59.024,Debit,1000,79,POS,Internet,A
2,3,2507,1000,1000,0,2018-06-15 16:07:59.024,Debit,1000,79,ATM,3,D
2,4,2507,1000,1000,0,2018-06-15 16:07:59.024,Debit,1000,79,ATM,4,D
9,83,2515,5000,2485,1,2018-06-15 16:07:59.024,Credit,5000,22,POS,Internet,A
9,83,2494,2485,2485,0,2018-06-15 16:07:59.024,Credit,5000,22,POS,Internet,A
6,3,2513,10000,7487,1,2018-06-15 16:07:59.024,Credit,10000,26,ATM,3,D
6,3,2506,7487,4981,1,2018-06-15 16:09:39.024,Credit,10000,26,ATM,3,D
5,83,2507,17503,14996,1,2018-06-15 16:09:39.024,Credit,20000,49,POS,Internet,A
7,83,2506,1000,1000,0,2018-06-15 16:09:39.024,Debit,1000,12,POS,Internet,A
9,83,2509,2485,2485,0,2018-06-15 16:09:39.024,Credit,5000,22,POS,Internet,A
4,2,2507,1000,1000,0,2018-06-15 16:09:39.024,Debit,1000,75,ATM,2,B
1,83,2507,1000,1000,0,2018-06-15 16:09:39.024,Debit,1000,28,POS,Internet,A
4,4,2503,1000,1000,0,2018-06-15 16:09:39.024,Debit,1000,75,ATM,4,D
8,3,2504,2483,2483,0,2018-06-15 16:11:19.024,Credit,5000,77,ATM,3,D
3,83,2505,4983,2478,1,2018-06-15 16:11:19.024,Credit,10000,25,POS,Internet,A
