CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
73,14,10000,1000,1000,0,2018-06-10 01:23:11.113,Debit,1000,72,ATM,14,C
26,114,1000,10000,9000,1,2018-06-10 01:34:51.113,Credit,10000,72,POS,Internet,D
1,103,10000,20000,10000,1,2018-06-10 02:13:11.113,Credit,20000,9,POS,Internet,C
29,1,10000,1000,1000,0,2018-06-10 02:59:51.113,Debit,1000,42,ATM,1,A
55,124,100,1000,900,1,2018-06-10 03:01:31.113,Debit,1000,79,POS,Internet,C
80,98,100,30000,29900,1,2018-06-10 03:19:51.113,Credit,30000,79,POS,Internet,A
89,108,1000,10000,9000,1,2018-06-10 03:18:11.113,Credit,10000,7,POS,Internet,B
8,67,10000,1000,1000,0,2018-06-10 03:19:51.113,Debit,1000,33,ATM,67,E
65,98,10000,5000,5000,0,2018-06-10 03:36:31.113,Credit,5000,15,POS,Internet,A
28,62,100,1000,900,1,2018-06-10 03:49:51.113,Debit,1000,57,ATM,62,E
4,116,10000,1000,1000,0,2018-06-10 04:24:51.113,Debit,1000,25,POS,Internet,C
35,31,10000,5000,5000,0,2018-06-10 04:44:51.113,Credit,5000,65,ATM,31,A
32,38,1000,20000,19000,1,2018-06-10 04:58:11.113,Credit,20000,21,ATM,38,B
19,74,1000,5000,4000,1,2018-06-10 05:48:11.113,Credit,5000,10,ATM,74,A
90,153,10000,10000,0,1,2018-06-10 05:48:11.113,Credit,10000,60,POS,Internet,C
51,140,100,1000,900,1,2018-06-10 06:03:11.113,Debit,1000,45,POS,Internet,E
82,13,1000,1000,0,1,2018-06-10 06:03:11.113,Debit,1000,17,ATM,13,D
17,107,1000,1000,0,1,2018-06-10 06:36:31.113,Debit,1000,27,POS,Internet,C
9,51,10000,20000,10000,1,2018-06-10 06:38:11.113,Credit,20000,0,ATM,51,E
56,121,10000,30000,20000,1,2018-06-10 06:38:11.113,Credit,30000,13,POS,Internet,E
32,15,100,19000,18900,1,2018-06-10 07:26:31.113,Credit,20000,21,ATM,15,B
88,57,1000,20000,19000,1,2018-06-10 07:26:31.113,Credit,20000,67,ATM,57,E
34,57,1000,1000,0,1,2018-06-10 07:26:31.113,Debit,1000,45,ATM,57,E
69,49,100,1000,900,1,2018-06-10 07:43:11.113,Debit,1000,52,ATM,49,A
47,159,10000,20000,10000,1,2018-06-10 07:43:11.113,Credit,20000,41,POS,Internet,A
40,3,100,1000,900,1,2018-06-10 08:36:31.113,Debit,1000,69,ATM,3,C
44,89,100,1000,900,1,2018-06-10 08:51:31.113,Debit,1000,25,POS,Internet,C
44,75,100,900,800,1,2018-06-10 08:51:31.113,Debit,1000,25,ATM,75,E
13,141,10000,1000,1000,0,2018-06-10 08:51:31.113,Debit,1000,41,POS,Internet,B
69,12,10000,900,900,0,2018-06-10 09:26:31.113,Debit,1000,52,ATM,12,C
68,149,1000,5000,4000,1,2018-06-10 09:28:11.113,Credit,5000,15,POS,Internet,C
38,116,100,10000,9900,1,2018-06-10 09:26:31.113,Credit,10000,62,POS,Internet,C
67,5,10000,1000,1000,0,2018-06-10 09:43:11.113,Debit,1000,77,ATM,5,D
28,117,100,900,800,1,2018-06-10 09:56:31.113,Debit,1000,57,POS,Internet,B
91,128,100,1000,900,1,2018-06-10 09:56:31.113,Debit,1000,79,POS,Internet,E
6,132,100,5000,4900,1,2018-06-10 10:48:11.113,Credit,5000,23,POS,Internet,D
42,105,1000,1000,0,1,2018-06-10 10:48:11.113,Debit,1000,28,POS,Internet,C
88,54,1000,19000,18000,1,2018-06-10 10:31:31.113,Credit,20000,67,ATM,54,B
28,67,10000,800,800,0,2018-06-10 11:03:11.113,Debit,1000,57,ATM,67,E
79,95,100,1000,900,1,2018-06-10 11:03:11.113,Debit,1000,76,POS,Internet,D
88,67,1000,18000,17000,1,2018-06-10 11:36:31.113,Credit,20000,67,ATM,67,E
70,2,100,5000,4900,1,2018-06-10 12:09:51.113,Credit,5000,78,ATM,2,E
25,12,1000,30000,29000,1,2018-06-10 12:28:11.113,Credit,30000,59,ATM,12,C
71,87,10000,1000,1000,0,2018-06-10 12:43:11.113,Debit,1000,20,POS,Internet,E
82,107,10000,0,0,0,2018-06-10 12:43:11.113,Debit,1000,17,POS,Internet,C
21,53,10000,5000,5000,0,2018-06-10 12:43:11.113,Credit,5000,57,ATM,53,E
82,75,100,0,0,0,2018-06-10 13:49:51.113,Debit,1000,17,ATM,75,E
0,0,10000,1000,1000,0,2018-06-10 14:23:11.113,Debit,1000,43,ATM,0,A
51,158,100,900,800,1,2018-06-10 14:23:11.113,Debit,1000,45,POS,Internet,C
57,132,10000,1000,1000,0,2018-06-10 14:39:51.113,Debit,1000,17,POS,Internet,D
12,134,10000,1000,1000,0,2018-06-10 14:39:51.113,Debit,1000,8,POS,Internet,C
81,126,10000,1000,1000,0,2018-06-10 14:56:31.113,Debit,1000,50,POS,Internet,A
78,143,1000,1000,0,1,2018-06-10 14:58:11.113,Debit,1000,79,POS,Internet,D
17,10,10000,0,0,0,2018-06-10 15:14:51.113,Debit,1000,27,ATM,10,D
27,90,1000,10000,9000,1,2018-06-10 15:29:51.113,Credit,10000,36,POS,Internet,E
52,24,1000,1000,0,1,2018-06-10 15:29:51.113,Debit,1000,49,ATM,24,E
51,93,10000,800,800,0,2018-06-10 15:49:51.113,Debit,1000,45,POS,Internet,D
42,156,1000,0,0,0,2018-06-10 16:04:51.113,Debit,1000,28,POS,Internet,D
77,7,1000,10000,9000,1,2018-06-10 16:04:51.113,Credit,10000,67,ATM,7,D
17,50,10000,0,0,0,2018-06-10 16:19:51.113,Debit,1000,27,ATM,50,C
89,25,100,9000,8900,1,2018-06-10 16:38:11.113,Credit,10000,7,ATM,25,C
78,68,10000,0,0,0,2018-06-10 16:54:51.113,Debit,1000,79,ATM,68,D
78,150,10000,0,0,0,2018-06-10 17:11:31.113,Debit,1000,79,POS,Internet,E
8,146,100,1000,900,1,2018-06-10 17:11:31.113,Debit,1000,33,POS,Internet,A
59,126,100,1000,900,1,2018-06-10 17:26:31.113,Debit,1000,68,POS,Internet,A
18,69,1000,1000,0,1,2018-06-10 17:26:31.113,Debit,1000,3,ATM,69,E
70,144,10000,4900,4900,0,2018-06-10 17:59:51.113,Credit,5000,78,POS,Internet,B
83,147,10000,20000,10000,1,2018-06-10 18:33:11.113,Credit,20000,9,POS,Internet,D
52,39,1000,0,0,0,2018-06-10 18:51:31.113,Debit,1000,49,ATM,39,D
80,85,100,29900,29800,1,2018-06-10 19:06:31.113,Credit,30000,79,POS,Internet,A
