CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
7,4,2504,5000,2496,1,2018-06-15 15:17:25.871,Credit,5000,26,ATM,4,D
5,4,2503,10000,7497,1,2018-06-15 15:32:25.871,Credit,10000,66,ATM,4,D
6,3,2507,1000,1000,0,2018-06-15 15:32:25.871,Debit,1000,3,ATM,3,D
8,5,2507,1000,1000,0,2018-06-15 15:32:25.871,Debit,1000,40,ATM,5,B
8,3,2509,1000,1000,0,2018-06-15 15:34:05.871,Debit,1000,40,ATM,3,D
6,4,2513,1000,1000,0,2018-06-15 15:34:05.871,Debit,1000,3,ATM,4,D
6,82,2503,1000,1000,0,2018-06-15 15:34:05.871,Debit,1000,3,POS,Internet,D
7,4,2499,2496,2496,0,2018-06-15 15:34:05.871,Credit,5000,26,ATM,4,D
9,4,2510,20000,17490,1,2018-06-15 15:34:05.871,Credit,20000,41,ATM,4,D
9,4,2505,17490,14985,1,2018-06-15 15:35:45.871,Credit,20000,41,ATM,4,D
9,4,2519,14985,12466,1,2018-06-15 15:35:45.871,Credit,20000,41,ATM,4,D
9,4,2520,12466,9946,1,2018-06-15 15:35:45.871,Credit,20000,41,ATM,4,D
9,4,2508,9946,7438,1,2018-06-15 15:35:45.871,Credit,20000,41,ATM,4,D
6,3,2498,1000,1000,0,2018-06-15 15:37:25.871,Debit,1000,3,ATM,3,D
9,4,2494,7438,4944,1,2018-06-15 15:37:25.871,Credit,20000,41,ATM,4,D
9,4,2505,4944,2439,1,2018-06-15 15:37:25.871,Credit,20000,41,ATM,4,D
9,4,2497,2439,2439,0,2018-06-15 15:37:25.871,Credit,20000,41,ATM,4,D
9,4,2514,2439,2439,0,2018-06-15 15:37:25.871,Credit,20000,41,ATM,4,D
6,2,2497,1000,1000,0,2018-06-15 15:37:25.871,Debit,1000,3,ATM,2,A
1,4,2503,1000,1000,0,2018-06-15 16:00:45.871,Debit,1000,33,ATM,4,D
9,4,2512,2439,2439,0,2018-06-15 16:00:45.871,Credit,20000,41,ATM,4,D
2,5,2504,5000,2496,1,2018-06-15 16:02:25.871,Credit,5000,48,ATM,5,B
2,4,2504,2496,2496,0,2018-06-15 16:02:25.871,Credit,5000,48,ATM,4,D
2,6,2503,2496,2496,0,2018-06-15 16:04:05.871,Credit,5000,48,ATM,6,C
6,82,2503,1000,1000,0,2018-06-15 16:05:45.871,Debit,1000,3,POS,Internet,D
0,82,2503,1000,1000,0,2018-06-15 16:05:45.871,Debit,1000,39,POS,Internet,D
6,3,2500,1000,1000,0,2018-06-15 16:07:25.871,Debit,1000,3,ATM,3,D
2,3,2507,2496,2496,0,2018-06-15 16:07:25.871,Credit,5000,48,ATM,3,D
2,3,2503,2496,2496,0,2018-06-15 16:07:25.871,Credit,5000,48,ATM,3,D
8,3,2522,1000,1000,0,2018-06-15 16:07:25.871,Debit,1000,40,ATM,3,D
3,4,2504,1000,1000,0,2018-06-15 16:07:25.871,Debit,1000,36,ATM,4,D
8,3,2503,1000,1000,0,2018-06-15 16:09:05.871,Debit,1000,40,ATM,3,D
3,4,2505,1000,1000,0,2018-06-15 16:09:05.871,Debit,1000,36,ATM,4,D
3,4,2504,1000,1000,0,2018-06-15 16:09:05.871,Debit,1000,36,ATM,4,D
3,4,2509,1000,1000,0,2018-06-15 16:09:05.871,Debit,1000,36,ATM,4,D
3,4,2505,1000,1000,0,2018-06-15 16:09:05.871,Debit,1000,36,ATM,4,D
5,4,2503,7497,4994,1,2018-06-15 16:10:45.871,Credit,10000,66,ATM,4,D
5,4,2510,4994,2484,1,2018-06-15 16:10:45.871,Credit,10000,66,ATM,4,D
5,4,2511,2484,2484,0,2018-06-15 16:10:45.871,Credit,10000,66,ATM,4,D
5,4,2504,2484,2484,0,2018-06-15 16:10:45.871,Credit,10000,66,ATM,4,D
5,4,2504,2484,2484,0,2018-06-15 16:10:45.871,Credit,10000,66,ATM,4,D
8,4,2497,1000,1000,0,2018-06-15 16:12:25.871,Debit,1000,40,ATM,4,D
8,4,2503,1000,1000,0,2018-06-15 16:12:25.871,Debit,1000,40,ATM,4,D
8,5,2508,1000,1000,0,2018-06-15 16:12:25.871,Debit,1000,40,ATM,5,B
0,5,2504,1000,1000,0,2018-06-15 16:12:25.871,Debit,1000,39,ATM,5,B
4,4,2499,1000,1000,0,2018-06-15 16:12:25.871,Debit,1000,32,ATM,4,D
4,4,2509,1000,1000,0,2018-06-15 16:14:05.871,Debit,1000,32,ATM,4,D
4,5,2510,1000,1000,0,2018-06-15 16:14:05.871,Debit,1000,32,ATM,5,B
4,4,2501,1000,1000,0,2018-06-15 16:14:05.871,Debit,1000,32,ATM,4,D
4,5,2499,1000,1000,0,2018-06-15 16:14:05.871,Debit,1000,32,ATM,5,B
7,4,2503,2496,2496,0,2018-06-15 16:14:05.871,Credit,5000,26,ATM,4,D
2,5,2503,2496,2496,0,2018-06-15 16:14:05.871,Credit,5000,48,ATM,5,B
7,4,2513,2496,2496,0,2018-06-15 16:14:05.871,Credit,5000,26,ATM,4,D
6,5,2501,1000,1000,0,2018-06-15 16:14:05.871,Debit,1000,3,ATM,5,B
7,4,2503,2496,2496,0,2018-06-15 16:15:45.871,Credit,5000,26,ATM,4,D
6,5,2510,1000,1000,0,2018-06-15 16:15:45.871,Debit,1000,3,ATM,5,B
7,4,2502,2496,2496,0,2018-06-15 16:15:45.871,Credit,5000,26,ATM,4,D
6,5,2509,1000,1000,0,2018-06-15 16:15:45.871,Debit,1000,3,ATM,5,B
7,4,2514,2496,2496,0,2018-06-15 16:15:45.871,Credit,5000,26,ATM,4,D
2,4,2509,2496,2496,0,2018-06-15 16:15:45.871,Credit,5000,48,ATM,4,D
8,5,2500,1000,1000,0,2018-06-15 16:15:45.871,Debit,1000,40,ATM,5,B
