CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
2566,3,100,10000,9900,1,2018-06-11 13:03:10.718,Credit,10000,70,ATM,3,C
1995,84,1000,1000,0,1,2018-06-11 13:04:50.718,Debit,1000,12,POS,Internet,B
178,85,5000,1000,1000,0,2018-06-11 13:19:50.718,Debit,1000,7,POS,Internet,B
8872,0,1000,1000,0,1,2018-06-11 13:21:30.718,Debit,1000,36,ATM,0,A
9935,85,100,1000,900,1,2018-06-11 13:31:30.718,Debit,1000,70,POS,Internet,B
1815,81,100,10000,9900,1,2018-06-11 13:31:30.718,Credit,10000,63,POS,Internet,D
315,81,1000,20000,19000,1,2018-06-11 13:59:50.718,Credit,20000,49,POS,Internet,D
8586,1,5000,5000,0,1,2018-06-11 13:59:50.718,Credit,5000,16,ATM,1,B
3985,84,5000,1000,1000,0,2018-06-11 13:59:50.718,Debit,1000,54,POS,Internet,B
4052,2,100,10000,9900,1,2018-06-11 14:06:30.718,Credit,10000,28,ATM,2,D
856,2,100,1000,900,1,2018-06-11 14:06:30.718,Debit,1000,69,ATM,2,D
4747,84,100,1000,900,1,2018-06-11 14:06:30.718,Debit,1000,63,POS,Internet,B
6928,85,1000,1000,0,1,2018-06-11 14:06:30.718,Debit,1000,66,POS,Internet,B
7841,4,1000,5000,4000,1,2018-06-11 14:06:30.718,Credit,5000,40,ATM,4,B
2143,4,100,1000,900,1,2018-06-11 14:06:30.718,Debit,1000,50,ATM,4,B
6080,83,100,1000,900,1,2018-06-11 14:06:30.718,Debit,1000,70,POS,Internet,A
4366,0,1000,1000,0,1,2018-06-11 14:24:50.718,Debit,1000,47,ATM,0,A
5474,85,1000,1000,0,1,2018-06-11 14:24:50.718,Debit,1000,53,POS,Internet,B
7584,85,1000,5000,4000,1,2018-06-11 14:24:50.718,Credit,5000,23,POS,Internet,B
3919,0,1000,10000,9000,1,2018-06-11 14:24:50.718,Credit,10000,44,ATM,0,A
8661,4,5000,10000,5000,1,2018-06-11 14:24:50.718,Credit,10000,17,ATM,4,B
6904,83,5000,1000,1000,0,2018-06-11 14:24:50.718,Debit,1000,2,POS,Internet,A
5982,81,1000,10000,9000,1,2018-06-11 14:24:50.718,Credit,10000,55,POS,Internet,D
