CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
649,74,100,20000,19900,1,2018-06-10 09:03:50.579
354,120,10000,1000,1000,0,2018-06-10 09:03:50.579
156,63,100,1000,900,1,2018-06-10 09:50:30.579
738,146,10000,10000,0,1,2018-06-10 10:23:50.579
163,106,100,5000,4900,1,2018-06-10 10:23:50.579
887,123,10000,5000,5000,0,2018-06-10 11:00:30.579
329,9,10000,1000,1000,0,2018-06-10 11:13:50.579
885,31,100,1000,900,1,2018-06-10 11:32:10.579
733,19,10000,1000,1000,0,2018-06-10 11:32:10.579
204,43,100,1000,900,1,2018-06-10 11:32:10.579
758,139,10000,10000,0,1,2018-06-10 11:32:10.579
572,108,10000,20000,10000,1,2018-06-10 11:32:10.579
707,120,10000,10000,0,1,2018-06-10 11:48:50.579
708,68,10000,1000,1000,0,2018-06-10 14:02:10.579
59,120,1000,1000,0,1,2018-06-10 14:33:50.579
549,74,1000,10000,9000,1,2018-06-10 14:33:50.579
304,75,10000,1000,1000,0,2018-06-10 14:52:10.579
617,98,10000,1000,1000,0,2018-06-10 14:52:10.579
292,18,1000,5000,4000,1,2018-06-10 15:05:30.579
357,151,100,10000,9900,1,2018-06-10 15:40:30.579
547,13,10000,5000,5000,0,2018-06-10 16:13:50.579
673,4,100,1000,900,1,2018-06-10 16:33:50.579
132,63,1000,5000,4000,1,2018-06-10 16:33:50.579
722,120,100,1000,900,1,2018-06-10 16:47:10.579
76,21,10000,20000,10000,1,2018-06-10 16:47:10.579
784,16,100,1000,900,1,2018-06-10 16:47:10.579
189,4,100,10000,9900,1,2018-06-10 17:25:30.579
132,35,10000,4000,4000,0,2018-06-10 18:10:30.579
453,12,1000,30000,29000,1,2018-06-10 18:27:10.579
909,74,100,1000,900,1,2018-06-10 18:43:50.579
60,118,1000,5000,4000,1,2018-06-10 18:43:50.579
230,103,1000,30000,29000,1,2018-06-10 18:43:50.579
784,123,100,900,800,1,2018-06-10 18:43:50.579
865,67,10000,10000,0,1,2018-06-10 18:43:50.579
511,5,10000,20000,10000,1,2018-06-10 18:43:50.579
343,48,10000,20000,10000,1,2018-06-10 19:15:30.579
940,109,100,10000,9900,1,2018-06-10 19:35:30.579
792,24,10000,1000,1000,0,2018-06-10 20:23:50.579
260,84,1000,5000,4000,1,2018-06-10 20:42:10.579
405,57,1000,10000,9000,1,2018-06-10 21:12:10.579
647,89,100,5000,4900,1,2018-06-10 21:33:50.579
458,129,100,1000,900,1,2018-06-10 21:47:10.579
930,69,100,5000,4900,1,2018-06-10 21:47:10.579
125,96,1000,10000,9000,1,2018-06-10 22:18:50.579
228,44,100,5000,4900,1,2018-06-10 22:18:50.579
236,65,1000,10000,9000,1,2018-06-10 22:18:50.579
769,79,10000,5000,5000,0,2018-06-10 22:18:50.579
48,159,1000,1000,0,1,2018-06-10 22:18:50.579
526,152,1000,1000,0,1,2018-06-10 22:18:50.579
557,133,100,5000,4900,1,2018-06-10 22:57:10.579
493,113,100,1000,900,1,2018-06-10 23:12:10.579
732,8,100,1000,900,1,2018-06-10 23:12:10.579
213,72,1000,20000,19000,1,2018-06-10 23:27:10.579
481,98,10000,1000,1000,0,2018-06-11 00:00:30.579
663,148,100,20000,19900,1,2018-06-11 00:00:30.579
620,81,1000,1000,0,1,2018-06-11 00:18:50.579
886,16,100,1000,900,1,2018-06-11 00:33:50.579
790,109,1000,5000,4000,1,2018-06-11 01:08:50.579
51,98,1000,1000,0,1,2018-06-11 01:08:50.579
555,58,100,20000,19900,1,2018-06-11 01:23:50.579
827,63,10000,30000,20000,1,2018-06-11 01:58:50.579
511,134,1000,10000,9000,1,2018-06-11 01:58:50.579
692,64,1000,5000,4000,1,2018-06-11 02:12:10.579
155,61,1000,20000,19000,1,2018-06-11 02:12:10.579
327,140,100,1000,900,1,2018-06-11 02:33:50.579
316,43,10000,5000,5000,0,2018-06-11 02:33:50.579
372,90,1000,5000,4000,1,2018-06-11 02:33:50.579
152,13,10000,10000,0,1,2018-06-11 02:50:30.579
299,30,100,10000,9900,1,2018-06-11 03:20:30.579
262,79,1000,10000,9000,1,2018-06-11 03:20:30.579
146,153,100,1000,900,1,2018-06-11 03:20:30.579
843,70,10000,10000,0,1,2018-06-11 03:58:50.579
928,139,100,1000,900,1,2018-06-11 04:10:30.579
119,92,100,20000,19900,1,2018-06-11 04:28:50.579
585,154,1000,5000,4000,1,2018-06-11 04:43:50.579
246,61,10000,10000,0,1,2018-06-11 05:02:10.579
77,83,100,1000,900,1,2018-06-11 05:50:30.579
794,83,1000,1000,0,1,2018-06-11 06:40:30.579
411,24,1000,5000,4000,1,2018-06-11 06:40:30.579
610,12,100,5000,4900,1,2018-06-11 07:15:30.579
677,88,10000,1000,1000,0,2018-06-11 07:15:30.579
768,10,100,1000,900,1,2018-06-11 07:47:10.579
935,118,1000,1000,0,1,2018-06-11 07:47:10.579
57,25,100,1000,900,1,2018-06-11 07:47:10.579
424,70,10000,10000,0,1,2018-06-11 08:03:50.579
587,154,10000,20000,10000,1,2018-06-11 08:18:50.579
883,79,100,10000,9900,1,2018-06-11 08:37:10.579
375,37,100,1000,900,1,2018-06-11 08:37:10.579
515,60,10000,1000,1000,0,2018-06-11 08:53:50.579
368,143,10000,1000,1000,0,2018-06-11 09:13:50.579
290,37,1000,1000,0,1,2018-06-11 09:13:50.579
426,148,10000,1000,1000,0,2018-06-11 09:27:10.579
428,34,1000,10000,9000,1,2018-06-11 09:43:50.579
279,49,1000,20000,19000,1,2018-06-11 09:43:50.579
410,12,100,1000,900,1,2018-06-11 10:02:10.579
800,54,100,10000,9900,1,2018-06-11 10:33:50.579
549,64,1000,9000,8000,1,2018-06-11 11:07:10.579
