CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
4,1,10000,5000,5000,0,151810
5,0,100,5000,4900,1,151810
3,0,10000,10000,0,1,151810
8,2,1000,10000,9000,1,151810
5,3,1000,4900,3900,1,151810
6,0,100,20000,19900,1,151810
3,3,100,0,0,0,151810
6,2,10000,19900,9900,1,151810
2,1,1000,10000,9000,1,151810
0,3,1000,5000,4000,1,151810
0,0,10000,4000,4000,0,151810
0,0,10000,4000,4000,0,151810
3,2,10000,0,0,0,151810
6,2,10000,9900,9900,0,151810
5,2,100,3900,3800,1,151810
2,2,1000,9000,8000,1,151811
5,2,1000,3800,2800,1,151811
3,0,100,0,0,0,151811
2,2,1000,8000,7000,1,151811
3,0,100,0,0,0,151811
4,1,100,5000,4900,1,151811
9,1,100,5000,4900,1,151811
7,1,10000,20000,10000,1,151811
9,2,10000,4900,4900,0,151811
0,0,1000,4000,3000,1,151811
3,2,10000,0,0,0,151811
0,2,1000,3000,2000,1,151811
3,2,1000,0,0,0,151811
0,3,100,2000,1900,1,151811
0,0,100,1900,1800,1,151811
9,0,10000,4900,4900,0,151811
1,2,10000,10000,0,1,151811
9,2,100,4900,4800,1,151811
7,3,100,10000,9900,1,151811
2,0,1000,7000,6000,1,151811
0,2,10000,1800,1800,0,151811
7,1,10000,9900,9900,0,151811
5,2,10000,2800,2800,0,151811
4,3,100,4900,4800,1,151811
4,2,10000,4800,4800,0,151811
6,3,100,9900,9800,1,151811
7,0,100,9900,9800,1,151811
7,3,100,9800,9700,1,151811
4,1,100,4800,4700,1,151811
1,1,10000,0,0,0,151811
2,2,1000,6000,5000,1,151811
2,1,100,5000,4900,1,151811
7,3,1000,9700,8700,1,151811
6,1,100,9800,9700,1,151811
4,3,100,4700,4600,1,151811
5,2,1000,2800,1800,1,151811
8,1,10000,9000,9000,0,151811
4,1,1000,4600,3600,1,151811
8,2,1000,9000,8000,1,151811
0,3,100,1800,1700,1,151811
7,2,10000,8700,8700,0,151811
0,3,100,1700,1600,1,151811
5,3,100,1800,1700,1,151811
5,1,10000,1700,1700,0,151811
8,2,1000,8000,7000,1,151811
4,2,1000,3600,2600,1,151811
8,2,10000,7000,7000,0,151811
5,2,10000,1700,1700,0,151811
0,1,1000,1600,600,1,151811
9,0,10000,4800,4800,0,151811
3,1,10000,0,0,0,151811
5,3,100,1700,1600,1,151811
7,1,10000,8700,8700,0,151811
7,3,1000,8700,7700,1,151811
6,0,10000,9700,9700,0,151811
0,3,1000,600,600,0,151811
6,3,100,9700,9600,1,151811
0,1,1000,600,600,0,151811
0,3,100,600,500,1,151811
5,1,10000,1600,1600,0,151811
7,1,100,7700,7600,1,151811
3,0,100,0,0,0,151811
5,3,10000,1600,1600,0,151811
9,0,10000,4800,4800,0,151811
2,1,100,4900,4800,1,151811
0,0,1000,500,500,0,151811
4,1,1000,2600,1600,1,151811
8,2,10000,7000,7000,0,151811
6,2,100,9600,9500,1,151811
3,2,100,0,0,0,151811
2,0,1000,4800,3800,1,151811
3,0,100,0,0,0,151811
1,0,100,0,0,0,151811
5,3,10000,1600,1600,0,151811
8,0,10000,7000,7000,0,151811
5,0,100,1600,1500,1,151811
4,1,1000,1600,600,1,151811
7,3,10000,7600,7600,0,151811
5,0,10000,1500,1500,0,151811
2,2,10000,3800,3800,0,151811
2,2,10000,3800,3800,0,151811
4,3,1000,600,600,0,151811
9,2,10000,4800,4800,0,151811
0,1,100,500,400,1,151811
8,3,100,7000,6900,1,151811
