CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
3,83,1000,20000,19000,1,2018-06-09 16:17:55.671
8,0,10000,1000,1000,0,2018-06-09 16:17:55.671
2,0,100,1000,900,1,2018-06-09 16:17:55.671
7,82,100,1000,900,1,2018-06-09 16:17:55.671
1,82,1000,1000,0,1,2018-06-09 16:17:55.671
0,82,10000,20000,10000,1,2018-06-09 16:34:35.671
2,82,10000,900,900,0,2018-06-09 16:34:35.671
1,0,100,0,0,0,2018-06-09 16:34:35.671
1,83,100,0,0,0,2018-06-09 16:34:35.671
2,82,1000,900,900,0,2018-06-09 16:34:35.671
5,0,100,1000,900,1,2018-06-09 16:34:35.671
9,83,1000,5000,4000,1,2018-06-09 16:34:35.671
7,83,1000,900,900,0,2018-06-09 16:34:35.671
0,0,10000,10000,0,1,2018-06-09 16:34:35.671
2,82,100,900,800,1,2018-06-09 16:34:35.671
6,0,10000,1000,1000,0,2018-06-09 16:34:35.671
7,83,1000,900,900,0,2018-06-09 16:34:35.671
4,82,1000,10000,9000,1,2018-06-09 16:34:35.671
7,0,1000,900,900,0,2018-06-09 16:34:35.671
9,81,1000,4000,3000,1,2018-06-09 16:34:35.671
4,0,100,9000,8900,1,2018-06-09 16:51:15.671
9,82,100,3000,2900,1,2018-06-09 16:51:15.671
3,81,10000,19000,9000,1,2018-06-09 16:51:15.671
9,0,10000,2900,2900,0,2018-06-09 16:51:15.671
7,81,1000,900,900,0,2018-06-09 16:51:15.671
0,82,100,0,0,0,2018-06-09 16:51:15.671
1,0,100,0,0,0,2018-06-09 16:51:15.671
4,81,100,8900,8800,1,2018-06-09 16:51:15.671
0,83,100,0,0,0,2018-06-09 16:51:15.671
3,83,10000,9000,9000,0,2018-06-09 17:07:55.671
5,81,10000,900,900,0,2018-06-09 17:07:55.671
8,0,100,1000,900,1,2018-06-09 17:07:55.671
8,81,1000,900,900,0,2018-06-09 17:07:55.671
0,83,100,0,0,0,2018-06-09 18:14:35.671
3,81,100,9000,8900,1,2018-06-09 18:14:35.671
0,83,10000,0,0,0,2018-06-09 18:14:35.671
1,83,10000,0,0,0,2018-06-09 18:31:15.671
9,83,100,2900,2800,1,2018-06-09 18:31:15.671
5,82,1000,900,900,0,2018-06-09 18:31:15.671
4,83,100,8800,8700,1,2018-06-09 18:31:15.671
5,82,10000,900,900,0,2018-06-09 18:31:15.671
7,82,10000,900,900,0,2018-06-09 18:47:55.671
7,0,1000,900,900,0,2018-06-09 18:47:55.671
4,81,10000,8700,8700,0,2018-06-09 18:47:55.671
9,81,100,2800,2700,1,2018-06-09 18:47:55.671
5,0,10000,900,900,0,2018-06-10 16:27:55.671
7,83,10000,900,900,0,2018-06-10 16:44:35.671
1,81,100,0,0,0,2018-06-10 16:27:55.671
1,0,10000,0,0,0,2018-06-10 16:44:35.671
3,0,10000,8900,8900,0,2018-06-10 16:44:35.671
5,81,1000,900,900,0,2018-06-10 16:44:35.671
6,81,1000,1000,0,1,2018-06-10 16:44:35.671
9,83,10000,2700,2700,0,2018-06-10 16:44:35.671
0,83,1000,0,0,0,2018-06-10 17:01:15.671
1,83,100,0,0,0,2018-06-10 17:17:55.671
7,0,1000,900,900,0,2018-06-10 17:17:55.671
7,81,100,900,800,1,2018-06-10 19:14:35.671
1,0,1000,0,0,0,2018-06-10 19:14:35.671
8,83,1000,900,900,0,2018-06-10 19:14:35.671
4,82,100,8700,8600,1,2018-06-10 19:31:15.671
6,0,1000,0,0,0,2018-06-21 02:44:35.671
9,0,1000,2700,1700,1,2018-06-21 02:44:35.671
3,83,100,8900,8800,1,2018-06-21 02:44:35.671
1,81,100,0,0,0,2018-06-21 02:44:35.671
5,83,10000,900,900,0,2018-06-21 03:01:15.671
9,81,1000,1700,700,1,2018-06-21 03:01:15.671
9,82,1000,700,700,0,2018-06-21 02:44:35.671
2,0,10000,800,800,0,2018-06-21 03:01:15.671
3,81,100,8800,8700,1,2018-06-21 03:17:55.671
1,0,10000,0,0,0,2018-06-21 03:17:55.671
9,0,100,700,600,1,2018-06-21 03:17:55.671
8,0,10000,900,900,0,2018-06-21 05:31:15.671
0,83,1000,0,0,0,2018-06-21 05:31:15.671
5,82,10000,900,900,0,2018-06-21 05:31:15.671
2,83,1000,800,800,0,2018-06-21 05:47:55.671
3,83,1000,8700,7700,1,2018-06-21 05:47:55.671
2,81,1000,800,800,0,2018-06-21 05:47:55.671
5,82,10000,900,900,0,2018-10-03 06:11:15.671
2,83,100,800,700,1,2018-10-03 06:11:15.671
7,0,100,800,700,1,2018-10-03 06:11:15.671
2,81,100,700,600,1,2018-10-03 06:11:15.671
2,82,10000,600,600,0,2018-10-03 06:11:15.671
3,0,100,7700,7600,1,2018-10-03 06:11:15.671
3,83,10000,7600,7600,0,2018-10-03 06:27:55.671
9,0,1000,600,600,0,2018-10-03 06:27:55.671
9,0,10000,600,600,0,2018-10-03 06:27:55.671
7,83,1000,700,700,0,2018-10-03 06:27:55.671
3,82,10000,7600,7600,0,2018-10-03 06:27:55.671
8,0,10000,900,900,0,2018-10-03 06:27:55.671
9,83,1000,600,600,0,2018-10-03 06:27:55.671
0,0,100,0,0,0,2018-10-03 09:31:15.671
9,81,100,600,500,1,2018-10-03 09:31:15.671
1,83,10000,0,0,0,2018-10-03 09:47:55.671
0,81,100,0,0,0,2018-10-03 10:04:35.671
3,82,10000,7600,7600,0,2018-10-03 09:47:55.671
0,82,1000,0,0,0,2018-10-03 10:21:15.671
7,81,1000,700,700,0,2018-10-03 10:21:15.671
6,0,100,0,0,0,2018-10-03 10:21:15.671
7,83,100,700,600,1,2018-10-03 10:21:15.671
3,81,1000,7600,6600,1,2018-10-03 10:21:15.671
