CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
16,127,100,1000,900,1,2018-06-10 05:47:18.179,Debit,1000,56,POS,Internet,D
69,79,100,5000,4900,1,2018-06-10 06:00:38.179,Credit,5000,29,ATM,79,B
93,92,10000,5000,5000,0,2018-06-10 06:00:38.179,Credit,5000,28,POS,Internet,C
21,63,100,1000,900,1,2018-06-10 06:18:58.179,Debit,1000,30,ATM,63,C
18,126,100,5000,4900,1,2018-06-10 06:30:38.179,Credit,5000,56,POS,Internet,D
23,99,10000,1000,1000,0,2018-06-10 07:03:58.179,Debit,1000,39,POS,Internet,A
51,113,100,1000,900,1,2018-06-10 07:35:38.179,Debit,1000,74,POS,Internet,A
18,140,10000,4900,4900,0,2018-06-10 07:35:38.179,Credit,5000,56,POS,Internet,B
30,170,10000,1000,1000,0,2018-06-10 07:35:38.179,Debit,1000,58,POS,Internet,B
48,11,100,1000,900,1,2018-06-10 07:35:38.179,Debit,1000,4,ATM,11,C
92,41,1000,1000,0,1,2018-06-10 07:35:38.179,Debit,1000,56,ATM,41,B
89,120,10000,5000,5000,0,2018-06-10 07:55:38.179,Credit,5000,39,POS,Internet,D
43,147,100,1000,900,1,2018-06-10 07:55:38.179,Debit,1000,29,POS,Internet,A
77,164,10000,20000,10000,1,2018-06-10 08:13:58.179,Credit,20000,6,POS,Internet,A
93,42,10000,5000,5000,0,2018-06-10 08:15:38.179,Credit,5000,28,ATM,42,A
18,19,100,4900,4800,1,2018-06-10 08:27:18.179,Credit,5000,56,ATM,19,C
31,24,100,1000,900,1,2018-06-10 08:28:58.179,Debit,1000,72,ATM,24,E
89,78,10000,5000,5000,0,2018-06-10 09:02:18.179,Credit,5000,39,ATM,78,B
91,63,100,20000,19900,1,2018-06-10 09:37:18.179,Credit,20000,5,ATM,63,C
91,135,10000,19900,9900,1,2018-06-10 10:07:18.179,Credit,20000,5,POS,Internet,C
31,182,100,900,800,1,2018-06-10 10:07:18.179,Debit,1000,72,POS,Internet,A
69,144,100,4900,4800,1,2018-06-10 10:27:18.179,Credit,5000,29,POS,Internet,A
41,160,100,10000,9900,1,2018-06-10 10:42:18.179,Credit,10000,48,POS,Internet,D
78,174,100,10000,9900,1,2018-06-10 10:42:18.179,Credit,10000,61,POS,Internet,C
73,169,1000,1000,0,1,2018-06-10 10:57:18.179,Debit,1000,40,POS,Internet,E
35,141,100,20000,19900,1,2018-06-10 12:07:18.179,Credit,20000,74,POS,Internet,C
57,37,10000,1000,1000,0,2018-06-10 12:27:18.179,Debit,1000,51,ATM,37,E
26,72,100,10000,9900,1,2018-06-10 12:28:58.179,Credit,10000,25,ATM,72,C
46,1,10000,10000,0,1,2018-06-10 13:10:38.179,Credit,10000,60,ATM,1,E
67,21,1000,1000,0,1,2018-06-10 13:32:18.179,Debit,1000,63,ATM,21,C
64,120,1000,1000,0,1,2018-06-10 14:00:38.179,Debit,1000,25,POS,Internet,D
99,36,1000,20000,19000,1,2018-06-10 14:00:38.179,Credit,20000,21,ATM,36,B
63,40,1000,30000,29000,1,2018-06-10 14:00:38.179,Credit,30000,3,ATM,40,E
63,190,100,29000,28900,1,2018-06-10 14:20:38.179,Credit,30000,3,POS,Internet,E
41,61,100,9900,9800,1,2018-06-10 14:53:58.179,Credit,10000,48,ATM,61,C
65,116,1000,30000,29000,1,2018-06-10 14:53:58.179,Credit,30000,71,POS,Internet,C
77,25,100,10000,9900,1,2018-06-10 15:08:58.179,Credit,20000,6,ATM,25,A
9,174,10000,20000,10000,1,2018-06-10 15:25:38.179,Credit,20000,39,POS,Internet,C
75,105,1000,1000,0,1,2018-06-10 15:55:38.179,Debit,1000,75,POS,Internet,C
43,197,1000,900,900,0,2018-06-10 15:55:38.179,Debit,1000,29,POS,Internet,A
74,103,100,20000,19900,1,2018-06-10 16:17:18.179,Credit,20000,79,POS,Internet,D
16,12,100,900,800,1,2018-06-10 16:17:18.179,Debit,1000,56,ATM,12,E
21,114,100,900,800,1,2018-06-10 16:17:18.179,Debit,1000,30,POS,Internet,A
56,69,10000,10000,0,1,2018-06-10 17:37:18.179,Credit,10000,42,ATM,69,B
47,64,100,1000,900,1,2018-06-10 17:37:18.179,Debit,1000,16,ATM,64,C
83,74,10000,20000,10000,1,2018-06-10 18:08:58.179,Credit,20000,67,ATM,74,A
