CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
33,113,1000,1000,0,1,2018-06-10 05:15:33.906
676,45,10000,1000,1000,0,2018-06-10 05:15:33.906
854,55,1000,1000,0,1,2018-06-10 05:17:13.906
169,33,1000,1000,0,1,2018-06-10 05:17:13.906
863,113,100,10000,9900,1,2018-06-10 05:17:13.906
451,6,100,30000,29900,1,2018-06-10 05:17:13.906
392,133,1000,1000,0,1,2018-06-10 05:17:13.906
568,24,1000,5000,4000,1,2018-06-10 05:17:13.906
233,125,1000,1000,0,1,2018-06-10 05:17:13.906
570,58,1000,1000,0,1,2018-06-10 05:17:13.906
64,99,10000,1000,1000,0,2018-06-10 05:17:13.906
306,104,1000,20000,19000,1,2018-06-10 05:17:13.906
757,32,10000,10000,0,1,2018-06-10 05:17:13.906
388,104,1000,1000,0,1,2018-06-10 05:17:13.906
157,106,10000,20000,10000,1,2018-06-10 05:17:13.906
22,78,1000,10000,9000,1,2018-06-10 05:17:13.906
325,155,1000,10000,9000,1,2018-06-10 05:17:13.906
528,119,100,20000,19900,1,2018-06-10 05:17:13.906
519,90,100,10000,9900,1,2018-06-10 05:17:13.906
2,2,10000,1000,1000,0,2018-06-10 05:17:13.906
131,39,100,1000,900,1,2018-06-10 05:17:13.906
174,47,100,20000,19900,1,2018-06-10 05:18:53.906
507,27,100,10000,9900,1,2018-06-10 05:18:53.906
459,60,10000,10000,0,1,2018-06-10 05:15:33.906
755,5,100,1000,900,1,2018-06-10 05:18:53.906
304,7,10000,30000,20000,1,2018-06-10 05:25:33.906
491,134,1000,5000,4000,1,2018-06-10 05:25:33.906
197,146,100,10000,9900,1,2018-06-10 06:43:53.906
150,145,10000,1000,1000,0,2018-06-10 06:43:53.906
391,127,1000,1000,0,1,2018-06-10 06:43:53.906
191,120,100,20000,19900,1,2018-06-10 06:43:53.906
25,140,100,1000,900,1,2018-06-10 06:45:33.906
724,36,1000,1000,0,1,2018-06-10 06:45:33.906
181,34,100,10000,9900,1,2018-06-10 06:45:33.906
903,122,1000,10000,9000,1,2018-06-10 06:45:33.906
161,103,10000,10000,0,1,2018-06-10 06:45:33.906
386,85,100,1000,900,1,2018-06-10 06:45:33.906
840,136,100,20000,19900,1,2018-06-10 06:45:33.906
596,134,10000,20000,10000,1,2018-06-10 06:45:33.906
293,136,100,1000,900,1,2018-06-10 06:45:33.906
624,133,100,1000,900,1,2018-06-10 06:45:33.906
779,5,1000,10000,9000,1,2018-06-10 06:45:33.906
496,17,1000,10000,9000,1,2018-06-10 06:45:33.906
842,15,100,5000,4900,1,2018-06-10 06:45:33.906
121,148,100,10000,9900,1,2018-06-10 06:45:33.906
809,51,100,1000,900,1,2018-06-10 06:45:33.906
238,52,10000,10000,0,1,2018-06-10 06:45:33.906
262,24,100,1000,900,1,2018-06-10 06:45:33.906
228,81,10000,1000,1000,0,2018-06-10 06:45:33.906
576,128,100,20000,19900,1,2018-06-10 06:45:33.906
232,125,10000,1000,1000,0,2018-06-10 06:45:33.906
212,6,1000,1000,0,1,2018-06-10 06:45:33.906
304,31,1000,20000,19000,1,2018-06-10 06:45:33.906
546,2,100,1000,900,1,2018-06-10 06:45:33.906
290,76,10000,10000,0,1,2018-06-10 06:45:33.906
262,81,100,900,800,1,2018-06-10 06:45:33.906
270,43,1000,10000,9000,1,2018-06-10 06:47:13.906
267,112,10000,1000,1000,0,2018-06-10 06:47:13.906
65,95,1000,10000,9000,1,2018-06-10 06:47:13.906
664,11,100,5000,4900,1,2018-06-10 06:47:13.906
411,149,100,10000,9900,1,2018-06-10 06:47:13.906
429,52,10000,1000,1000,0,2018-06-10 06:47:13.906
76,33,100,10000,9900,1,2018-06-10 06:47:13.906
592,105,10000,10000,0,1,2018-06-10 06:47:13.906
45,54,1000,1000,0,1,2018-06-10 06:47:13.906
927,33,1000,1000,0,1,2018-06-10 06:47:13.906
187,21,10000,1000,1000,0,2018-06-10 06:47:13.906
149,18,10000,20000,10000,1,2018-06-10 06:47:13.906
319,48,1000,1000,0,1,2018-06-10 06:47:13.906
147,19,1000,1000,0,1,2018-06-10 06:47:13.906
844,90,1000,1000,0,1,2018-06-10 06:47:13.906
263,37,10000,1000,1000,0,2018-06-10 06:47:13.906
169,29,1000,0,0,0,2018-06-10 06:47:13.906
57,49,10000,5000,5000,0,2018-06-10 06:47:13.906
