CardID,TerminalID,Amount,Balance,Remaining,Validity,Date,CardType,CardLimit,CardLocation,TerminalType,TerminalLocation,MerchantName
75,155,10000,30000,20000,1,2018-06-09 21:30:35.135,Credit,30000,7,POS,Internet,E
94,3,10000,1000,1000,0,2018-06-09 21:58:55.135,Debit,1000,75,ATM,3,E
52,4,100,1000,900,1,2018-06-09 21:58:55.135,Debit,1000,74,ATM,4,D
59,16,100,5000,4900,1,2018-06-09 21:58:55.135,Credit,5000,81,ATM,16,E
93,44,10000,10000,0,1,2018-06-09 22:13:55.135,Credit,10000,39,ATM,44,C
64,106,1000,10000,9000,1,2018-06-09 22:32:15.135,Credit,10000,77,POS,Internet,D
75,102,10000,20000,10000,1,2018-06-09 22:32:15.135,Credit,30000,7,POS,Internet,B
45,2,10000,5000,5000,0,2018-06-09 22:32:15.135,Credit,5000,16,ATM,2,A
53,0,1000,5000,4000,1,2018-06-09 22:48:55.135,Credit,5000,1,ATM,0,C
47,109,100,1000,900,1,2018-06-09 23:22:15.135,Debit,1000,51,POS,Internet,C
79,51,10000,10000,0,1,2018-06-09 23:22:15.135,Credit,10000,12,ATM,51,A
54,13,1000,5000,4000,1,2018-06-09 23:55:35.135,Credit,5000,56,ATM,13,E
96,94,100,10000,9900,1,2018-06-10 00:10:35.135,Credit,10000,60,POS,Internet,B
17,22,1000,1000,0,1,2018-06-10 00:10:35.135,Debit,1000,74,ATM,22,A
25,113,10000,5000,5000,0,2018-06-10 00:10:35.135,Credit,5000,69,POS,Internet,A
64,8,1000,9000,8000,1,2018-06-10 00:28:55.135,Credit,10000,77,ATM,8,D
74,18,100,1000,900,1,2018-06-10 00:47:15.135,Debit,1000,76,ATM,18,E
62,7,1000,20000,19000,1,2018-06-10 00:47:15.135,Credit,20000,41,ATM,7,B
64,15,10000,8000,8000,0,2018-06-10 01:02:15.135,Credit,10000,77,ATM,15,D
52,29,1000,1000,0,1,2018-06-10 01:02:15.135,Debit,1000,74,ATM,29,E
88,108,1000,20000,19000,1,2018-06-10 01:32:15.135,Credit,20000,48,POS,Internet,B
99,44,10000,5000,5000,0,2018-06-10 01:32:15.135,Credit,5000,41,ATM,44,C
1,102,1000,5000,4000,1,2018-06-10 01:32:15.135,Credit,5000,64,POS,Internet,B
56,120,10000,5000,5000,0,2018-06-10 01:50:35.135,Credit,5000,61,POS,Internet,E
91,25,100,1000,900,1,2018-06-10 02:07:15.135,Debit,1000,60,ATM,25,C
15,50,10000,5000,5000,0,2018-06-10 02:23:55.135,Credit,5000,41,ATM,50,A
12,63,100,20000,19900,1,2018-06-10 02:43:55.135,Credit,20000,27,ATM,63,A
3,120,1000,1000,0,1,2018-06-10 02:42:15.135,Debit,1000,52,POS,Internet,E
11,155,100,5000,4900,1,2018-06-10 03:13:55.135,Credit,5000,53,POS,Internet,E
27,64,100,1000,900,1,2018-06-10 03:47:15.135,Debit,1000,15,ATM,64,B
14,157,1000,1000,0,1,2018-06-10 03:47:15.135,Debit,1000,30,POS,Internet,E
24,108,100,20000,19900,1,2018-06-10 04:07:15.135,Credit,20000,34,POS,Internet,B
33,7,1000,1000,0,1,2018-06-10 04:07:15.135,Debit,1000,49,ATM,7,B
72,7,10000,10000,0,1,2018-06-10 04:20:35.135,Credit,10000,60,ATM,7,B
33,129,100,0,0,0,2018-06-10 04:20:35.135,Debit,1000,49,POS,Internet,E
55,30,10000,1000,1000,0,2018-06-10 04:53:55.135,Debit,1000,21,ATM,30,E
72,90,100,0,0,0,2018-06-10 05:12:15.135,Credit,10000,60,POS,Internet,C
20,0,100,1000,900,1,2018-06-10 05:15:35.135,Debit,1000,39,ATM,0,C
46,119,1000,1000,0,1,2018-06-10 06:17:15.135,Debit,1000,46,POS,Internet,D
40,28,100,1000,900,1,2018-06-10 06:17:15.135,Debit,1000,61,ATM,28,A
95,19,10000,1000,1000,0,2018-06-10 06:32:15.135,Debit,1000,54,ATM,19,B
67,12,10000,10000,0,1,2018-06-10 06:52:15.135,Credit,10000,42,ATM,12,E
