CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
7,81,10000,30000,20000,1,204644
0,0,10000,1000,1000,0,204644
9,82,10000,1000,1000,0,204644
2,0,1000,10000,9000,1,204644
8,82,100,1000,900,1,204644
7,83,10000,20000,10000,1,204644
9,0,1000,1000,0,1,204644
7,0,10000,10000,0,1,204644
4,82,10000,10000,0,1,204644
6,81,100,20000,19900,1,204644
5,81,100,1000,900,1,204644
4,83,100,0,0,0,204644
6,81,10000,19900,9900,1,204644
7,83,10000,0,0,0,204644
1,83,10000,1000,1000,0,204644
9,0,1000,0,0,0,204644
9,0,1000,0,0,0,204644
3,83,10000,1000,1000,0,204644
2,81,10000,9000,9000,0,204644
3,83,1000,1000,0,1,204644
6,83,100,9900,9800,1,204644
4,81,100,0,0,0,204644
1,81,1000,1000,0,1,204644
2,81,1000,9000,8000,1,204644
6,81,10000,9800,9800,0,204644
4,81,10000,0,0,0,204644
4,83,10000,0,0,0,204644
0,81,10000,1000,1000,0,204644
1,83,100,0,0,0,204644
0,81,100,1000,900,1,204644
2,83,1000,8000,7000,1,204644
3,81,1000,0,0,0,204644
4,83,10000,0,0,0,204644
1,83,10000,0,0,0,204644
3,81,100,0,0,0,204644
1,81,10000,0,0,0,204644
7,81,10000,0,0,0,204644
0,81,1000,900,900,0,204644
9,82,10000,0,0,0,204644
3,81,100,0,0,0,204644
8,82,10000,900,900,0,204644
2,81,1000,7000,6000,1,204644
7,82,10000,0,0,0,204644
0,83,10000,900,900,0,204644
1,82,1000,0,0,0,204644
3,83,100,0,0,0,204644
4,83,10000,0,0,0,204644
9,82,100,0,0,0,204644
9,82,100,0,0,0,204644
8,82,10000,900,900,0,204644
3,82,1000,0,0,0,204644
4,82,100,0,0,0,204644
6,0,1000,9800,8800,1,204644
1,0,100,0,0,0,204644
6,0,10000,8800,8800,0,204644
6,81,10000,8800,8800,0,204644
