CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
7,1,100,1000,900,1,2018-06-10 01:48:21.853
7,0,10000,900,900,0,2018-06-10 03:28:21.853
0,82,100,1000,900,1,2018-06-10 03:28:21.853
0,81,1000,900,900,0,2018-06-10 20:25:01.853
3,0,100,10000,9900,1,2018-06-10 20:25:01.853
7,81,1000,900,900,0,2018-06-10 23:28:21.853
9,1,1000,1000,0,1,2018-06-11 04:45:01.853
7,82,100,900,800,1,2018-06-11 07:31:41.853
6,0,1000,10000,9000,1,2018-06-11 07:31:41.853
6,1,1000,9000,8000,1,2018-06-11 10:35:01.853
7,1,1000,800,800,0,2018-06-11 13:21:41.853
0,82,10000,900,900,0,2018-06-11 15:51:41.853
8,81,10000,20000,10000,1,2018-06-11 15:51:41.853
8,82,1000,10000,9000,1,2018-06-11 18:55:01.853
2,81,10000,1000,1000,0,2018-06-11 21:25:01.853
6,81,100,8000,7900,1,2018-06-12 02:58:21.853
6,82,100,7900,7800,1,2018-06-12 06:01:41.853
3,82,1000,9900,8900,1,2018-06-12 08:48:21.853
2,0,100,1000,900,1,2018-06-12 11:01:41.853
7,82,1000,800,800,0,2018-06-12 11:01:41.853
5,1,100,1000,900,1,2018-06-12 17:25:01.853
6,1,1000,7800,6800,1,2018-06-12 17:25:01.853
1,0,1000,5000,4000,1,2018-06-12 20:11:41.853
9,1,1000,0,0,0,2018-06-12 22:41:41.853
5,0,100,900,800,1,2018-06-13 12:01:41.853
1,0,10000,4000,4000,0,2018-06-13 12:18:21.853
6,1,10000,6800,6800,0,2018-06-13 15:21:41.853
6,0,1000,6800,5800,1,2018-06-13 15:21:41.853
1,82,100,4000,3900,1,2018-06-13 15:21:41.853
9,82,10000,0,0,0,2018-06-13 15:38:21.853
1,82,10000,3900,3900,0,2018-06-13 17:35:01.853
2,81,10000,900,900,0,2018-06-13 20:55:01.853
2,81,10000,900,900,0,2018-06-13 20:55:01.853
7,0,1000,800,800,0,2018-06-13 23:08:21.853
3,0,1000,8900,7900,1,2018-06-14 02:11:41.853
3,81,10000,7900,7900,0,2018-06-14 14:08:21.853
5,81,10000,800,800,0,2018-06-14 14:08:21.853
4,1,10000,20000,10000,1,2018-06-14 16:05:01.853
5,0,1000,800,800,0,2018-06-14 18:35:01.853
4,0,100,10000,9900,1,2018-06-14 18:35:01.853
9,82,1000,0,0,0,2018-06-15 00:25:01.853
9,0,10000,0,0,0,2018-06-15 00:25:01.853
2,1,10000,900,900,0,2018-06-15 00:25:01.853
4,0,100,9900,9800,1,2018-06-15 06:15:01.853
8,82,100,9000,8900,1,2018-06-15 09:01:41.853
9,0,1000,0,0,0,2018-06-15 09:01:41.853
7,1,100,800,700,1,2018-06-15 17:05:01.853
5,82,10000,800,800,0,2018-06-15 22:55:01.853
3,1,10000,7900,7900,0,2018-06-16 01:41:41.853
3,0,100,7900,7800,1,2018-06-16 04:45:01.853
8,82,10000,8900,8900,0,2018-06-16 07:31:41.853
5,1,10000,800,800,0,2018-06-16 07:31:41.853
9,81,100,0,0,0,2018-06-16 09:28:21.853
2,0,100,900,800,1,2018-06-16 12:31:41.853
4,0,10000,9800,9800,0,2018-06-16 15:35:01.853
4,1,10000,9800,9800,0,2018-06-16 18:21:41.853
1,82,1000,3900,2900,1,2018-06-16 18:21:41.853
7,1,1000,700,700,0,2018-06-16 18:21:41.853
8,1,1000,8900,7900,1,2018-06-16 18:21:41.853
6,82,10000,5800,5800,0,2018-06-16 20:35:01.853
8,1,1000,7900,6900,1,2018-06-16 20:35:01.853
3,1,10000,7800,7800,0,2018-06-16 23:55:01.853
4,81,1000,9800,8800,1,2018-06-17 02:25:01.853
8,82,10000,6900,6900,0,2018-06-17 05:28:21.853
6,82,100,5800,5700,1,2018-06-17 05:28:21.853
4,82,100,8800,8700,1,2018-06-17 05:28:21.853
7,82,1000,700,700,0,2018-06-17 07:41:41.853
3,81,100,7800,7700,1,2018-06-17 10:45:01.853
7,81,100,700,600,1,2018-06-17 11:01:41.853
6,1,1000,5700,4700,1,2018-06-17 11:01:41.853
0,1,10000,900,900,0,2018-06-17 13:48:21.853
6,0,100,4700,4600,1,2018-06-17 16:01:41.853
5,0,10000,800,800,0,2018-06-18 00:38:21.853
9,82,100,0,0,0,2018-06-18 00:38:21.853
4,0,1000,8700,7700,1,2018-06-18 09:15:01.853
7,81,100,600,500,1,2018-06-18 09:15:01.853
3,0,100,7700,7600,1,2018-06-18 14:15:01.853
7,81,100,500,400,1,2018-06-18 17:35:01.853
2,82,100,800,700,1,2018-06-19 04:25:01.853
5,0,1000,800,800,0,2018-06-19 06:55:01.853
3,0,100,7600,7500,1,2018-06-19 10:15:01.853
8,81,1000,6900,5900,1,2018-06-19 13:01:41.853
7,1,100,400,300,1,2018-06-19 13:01:41.853
5,1,10000,800,800,0,2018-06-19 13:01:41.853
0,82,1000,900,900,0,2018-06-19 13:01:41.853
1,81,10000,2900,2900,0,2018-06-19 15:31:41.853
2,82,1000,700,700,0,2018-06-19 15:31:41.853
3,0,10000,7500,7500,0,2018-06-19 15:31:41.853
2,81,1000,700,700,0,2018-06-19 15:31:41.853
5,1,1000,800,800,0,2018-06-20 00:08:21.853
6,82,1000,4600,3600,1,2018-06-20 02:38:21.853
9,81,1000,0,0,0,2018-06-20 16:48:21.853
4,81,1000,7700,6700,1,2018-06-20 16:48:21.853
5,0,100,800,700,1,2018-06-20 19:18:21.853
5,81,10000,700,700,0,2018-06-20 19:18:21.853
0,82,100,900,800,1,2018-06-20 22:05:01.853
