CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
0,81,100,1000,900,1,202836
5,0,1000,1000,0,1,202836
4,0,10000,20000,10000,1,202836
2,1,10000,5000,5000,0,202836
9,1,1000,1000,0,1,202836
8,1,1000,20000,19000,1,202836
0,82,100,900,800,1,202836
4,1,1000,10000,9000,1,202836
9,82,1000,0,0,0,202836
7,82,100,1000,900,1,202836
4,81,10000,9000,9000,0,202836
2,1,100,5000,4900,1,202836
4,81,10000,9000,9000,0,202836
8,1,10000,19000,9000,1,202836
6,1,1000,1000,0,1,202836
3,81,1000,1000,0,1,202836
1,82,10000,10000,0,1,202836
9,81,10000,0,0,0,202836
6,82,100,0,0,0,202836
4,81,10000,9000,9000,0,202836
3,0,10000,0,0,0,202836
3,82,1000,0,0,0,202836
2,0,10000,4900,4900,0,202836
6,82,10000,0,0,0,202836
4,81,100,9000,8900,1,202836
4,82,10000,8900,8900,0,202836
7,81,10000,900,900,0,202836
7,82,1000,900,900,0,202836
2,81,100,4900,4800,1,202836
2,82,1000,4800,3800,1,202836
5,81,10000,0,0,0,202836
2,82,1000,3800,2800,1,202836
3,81,1000,0,0,0,202836
0,82,100,800,700,1,202836
0,81,10000,700,700,0,202836
0,81,1000,700,700,0,202836
