CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
3,0,10000,1000,1000,0,2018-06-09 02:21:59.708
5,2,1000,5000,4000,1,2018-06-09 02:21:59.708
4,2,1000,5000,4000,1,2018-06-09 02:36:59.708
7,2,10000,1000,1000,0,2018-06-09 03:11:59.708
3,3,10000,1000,1000,0,2018-06-09 03:11:59.708
0,2,100,20000,19900,1,2018-06-09 03:11:59.708
9,0,10000,1000,1000,0,2018-06-09 03:11:59.708
2,0,10000,5000,5000,0,2018-06-09 03:46:59.708
2,3,1000,5000,4000,1,2018-06-09 03:46:59.708
2,1,1000,4000,3000,1,2018-06-09 03:46:59.708
4,0,1000,4000,3000,1,2018-06-09 04:16:59.708
2,0,1000,3000,2000,1,2018-06-09 04:51:59.708
7,1,1000,1000,0,1,2018-06-09 05:10:19.708
7,2,1000,0,0,0,2018-06-09 05:43:39.708
3,3,1000,1000,0,1,2018-06-09 05:43:39.708
4,2,10000,3000,3000,0,2018-06-09 05:43:39.708
6,2,1000,5000,4000,1,2018-06-09 05:58:39.708
9,2,10000,1000,1000,0,2018-06-09 05:58:39.708
8,0,100,1000,900,1,2018-06-09 06:13:39.708
5,3,100,4000,3900,1,2018-06-09 06:13:39.708
1,1,100,1000,900,1,2018-06-09 06:33:39.708
3,2,1000,0,0,0,2018-06-09 06:33:39.708
0,1,10000,19900,9900,1,2018-06-09 06:46:59.708
4,0,100,3000,2900,1,2018-06-09 06:46:59.708
4,0,100,2900,2800,1,2018-06-09 07:06:59.708
6,1,10000,4000,4000,0,2018-06-09 07:06:59.708
5,2,1000,3900,2900,1,2018-06-09 07:25:19.708
4,3,100,2800,2700,1,2018-06-09 07:36:59.708
5,0,10000,2900,2900,0,2018-06-09 08:11:59.708
3,0,100,0,0,0,2018-06-09 08:11:59.708
3,2,100,0,0,0,2018-06-09 08:30:19.708
0,0,100,9900,9800,1,2018-06-09 08:30:19.708
3,2,100,0,0,0,2018-06-09 08:30:19.708
4,2,1000,2700,1700,1,2018-06-09 08:41:59.708
5,2,10000,2900,2900,0,2018-06-09 09:16:59.708
7,3,1000,0,0,0,2018-06-09 10:41:59.708
1,0,100,900,800,1,2018-06-09 10:56:59.708
9,0,1000,1000,0,1,2018-06-09 10:58:39.708
5,2,10000,2900,2900,0,2018-06-09 11:13:39.708
5,0,1000,2900,1900,1,2018-06-09 11:13:39.708
6,3,10000,4000,4000,0,2018-06-09 11:30:19.708
8,1,10000,900,900,0,2018-06-09 11:45:19.708
6,3,100,4000,3900,1,2018-06-09 11:45:19.708
1,0,10000,800,800,0,2018-06-09 12:05:19.708
2,0,100,2000,1900,1,2018-06-09 12:05:19.708
4,0,10000,1700,1700,0,2018-06-09 12:21:59.708
4,1,1000,1700,700,1,2018-06-09 12:38:39.708
4,2,1000,700,700,0,2018-06-09 12:38:39.708
3,1,100,0,0,0,2018-06-09 12:53:39.708
8,0,1000,900,900,0,2018-06-09 13:30:19.708
5,0,100,1900,1800,1,2018-06-09 14:00:19.708
2,1,1000,1900,900,1,2018-06-09 14:48:39.708
5,3,100,1800,1700,1,2018-06-09 15:06:59.708
8,3,100,900,800,1,2018-06-09 15:08:39.708
7,1,10000,0,0,0,2018-06-09 15:56:59.708
5,0,1000,1700,700,1,2018-06-09 15:58:39.708
4,1,10000,700,700,0,2018-06-09 16:30:19.708
8,3,10000,800,800,0,2018-06-09 16:48:39.708
0,2,10000,9800,9800,0,2018-06-09 17:18:39.708
3,1,1000,0,0,0,2018-06-09 17:38:39.708
4,1,100,700,600,1,2018-06-09 17:53:39.708
3,3,1000,0,0,0,2018-06-09 17:53:39.708
1,2,100,800,700,1,2018-06-09 18:13:39.708
8,0,10000,800,800,0,2018-06-09 18:13:39.708
5,3,10000,700,700,0,2018-06-09 18:26:59.708
5,0,100,700,600,1,2018-06-09 18:26:59.708
7,2,10000,0,0,0,2018-06-09 18:26:59.708
3,2,10000,0,0,0,2018-06-09 18:26:59.708
3,2,100,0,0,0,2018-06-09 18:45:19.708
9,0,100,0,0,0,2018-06-09 19:33:39.708
0,3,1000,9800,8800,1,2018-06-09 20:40:19.708
8,2,10000,800,800,0,2018-06-09 20:56:59.708
1,3,100,700,600,1,2018-06-09 20:56:59.708
2,0,10000,900,900,0,2018-06-09 21:13:39.708
2,3,1000,900,900,0,2018-06-09 21:30:19.708
5,1,10000,600,600,0,2018-06-09 22:20:19.708
7,1,100,0,0,0,2018-06-09 22:40:19.708
4,0,100,600,500,1,2018-06-09 22:55:19.708
4,2,100,500,400,1,2018-06-09 22:55:19.708
6,0,10000,3900,3900,0,2018-06-09 23:10:19.708
8,1,10000,800,800,0,2018-06-09 23:43:39.708
0,2,10000,8800,8800,0,2018-06-09 23:43:39.708
7,3,10000,0,0,0,2018-06-09 23:43:39.708
