CardID,TerminalID,Amount,Balance,Remaining,Validity,Date
5,2,10000,10000,0,1,203112
2,1,1000,10000,9000,1,203112
4,81,100,5000,4900,1,203112
4,2,100,4900,4800,1,203112
2,0,10000,9000,9000,0,203112
5,0,100,0,0,0,203112
8,0,1000,1000,0,1,203112
0,81,100,10000,9900,1,203112
8,81,1000,0,0,0,203112
9,2,100,1000,900,1,203112
4,81,10000,4800,4800,0,203112
3,81,100,5000,4900,1,203112
1,81,10000,1000,1000,0,203112
6,81,1000,20000,19000,1,203112
0,81,10000,9900,9900,0,203112
3,2,10000,4900,4900,0,203112
4,81,10000,4800,4800,0,203112
8,81,100,0,0,0,203112
6,81,10000,19000,9000,1,203112
8,81,10000,0,0,0,203112
5,81,1000,0,0,0,203112
2,2,100,9000,8900,1,203112
3,2,100,4900,4800,1,203112
6,2,1000,9000,8000,1,203112
9,2,10000,900,900,0,203112
4,2,1000,4800,3800,1,203112
7,2,1000,5000,4000,1,203112
8,81,1000,0,0,0,203112
0,1,1000,9900,8900,1,203112
7,1,10000,4000,4000,0,203112
7,1,10000,4000,4000,0,203112
4,1,1000,3800,2800,1,203112
5,1,100,0,0,0,203112
6,1,100,8000,7900,1,203112
6,1,100,7900,7800,1,203112
6,1,100,7800,7700,1,203112
9,1,10000,900,900,0,203112
9,1,1000,900,900,0,203112
4,1,10000,2800,2800,0,203112
4,1,10000,2800,2800,0,203112
8,1,1000,0,0,0,203112
8,1,1000,0,0,0,203112
6,1,100,7700,7600,1,203112
2,2,10000,8900,8900,0,203112
6,1,100,7600,7500,1,203112
8,2,10000,0,0,0,203112
1,1,1000,1000,0,1,203112
5,1,100,0,0,0,203112
0,2,100,8900,8800,1,203112
8,1,100,0,0,0,203112
2,1,1000,8900,7900,1,203112
1,81,1000,0,0,0,203112
7,2,10000,4000,4000,0,203112
8,0,100,0,0,0,203112
9,0,100,900,800,1,203112
9,0,100,800,700,1,203112
0,0,100,8800,8700,1,203112
6,0,10000,7500,7500,0,203112
5,0,10000,0,0,0,203112
6,0,100,7500,7400,1,203112
6,0,10000,7400,7400,0,203112
6,0,1000,7400,6400,1,203112
3,0,100,4800,4700,1,203112
5,0,100,0,0,0,203112
5,0,1000,0,0,0,203112
5,0,10000,0,0,0,203112
1,0,10000,0,0,0,203112
5,0,100,0,0,0,203112
5,0,1000,0,0,0,203112
8,0,10000,0,0,0,203112
4,0,10000,2800,2800,0,203112
0,0,100,8700,8600,1,203112
4,81,10000,2800,2800,0,203112
4,81,10000,2800,2800,0,203112
8,81,100,0,0,0,203112
3,81,10000,4700,4700,0,203112
2,81,1000,7900,6900,1,203112
2,81,100,6900,6800,1,203112
2,81,100,6800,6700,1,203112
7,1,10000,4000,4000,0,203112
9,2,10000,700,700,0,203112
5,1,10000,0,0,0,203112
6,2,1000,6400,5400,1,203112
5,1,100,0,0,0,203112
0,0,100,8600,8500,1,203112
4,1,1000,2800,1800,1,203112
7,0,1000,4000,3000,1,203112
4,1,10000,1800,1800,0,203112
7,0,10000,3000,3000,0,203112
5,0,100,0,0,0,203112
4,0,100,1800,1700,1,203112
8,0,1000,0,0,0,203112
3,0,10000,4700,4700,0,203112
1,0,100,0,0,0,203112
1,0,10000,0,0,0,203112
2,0,10000,6700,6700,0,203112
9,0,10000,700,700,0,203112
9,0,1000,700,700,0,203112
4,1,100,1700,1600,1,203112
8,1,100,0,0,0,203112
